"a_date_farmed","b_source","c_scraped_url","d","e","f","g","h","i","j","k","l","m_date_of_event","n_event_name","o_description","p","q","r","s_state_province","t","u","v","w","x","y","z","aa","ab_business_info","ac_website","ad","ae","af_country","ag","company_url"
"16/07/2024","10Times","https://10times.com/vietnam-int-l-cafe-show","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 17 - Sat, 19 Apr 2025","Vietnam International Cafe Show (VNCS)","""A cup of the world!""Vietnam International Cafe Show is an international F&B exhibition - the ultimate destination for anyone interested in coffee, tea and bakery industry from around the world. Our exhibition is an excellent platform for local and international businesses to showcase their products, services and innovations to a diverse customers and connect with potential partners. Do not miss the opportunity to promote your brand to worldwide Food & beverage professionals, secure a chance to spotlight your brand on this tremendous platform.","","","","
                    Saigon Exhibition and Convention Center, Ho Chi Minh, VietnamGet Directions","Vietnam","Southeast Asia","","","","","","","Exporum Inc.","http://www.exporum.com","","","South Korea","","https://10times.com/company/exporum-inc"
"16/07/2024","10Times","https://10times.com/e1dd-r44k-rp05-r","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 14 - Fri, 16 Aug 2024","Effective Operational Risk Management","This interactive workshop course is apt for participants working as and with operational risk management personnel in financial and non financial institutions and need to keep pace with developments in the risk discipline amidst growing pressures of regulatory, governance and compliance issues as well as very intensifying digital disruptions to the traditional business models and operational processes. It engages the participants in examining the challenges and issues of operational risk management and drives forth the case for managing operational risks with a proper risk culture and framework is imperative to profitability and above all, survival of the enterprise.","","","","
                    Hotel Pullman Saigon Centre, 											Ho Chi Minh,											VietnamGet Directions","Vietnam","Southeast Asia","","","","","","","Riverstone Training","http://www.riverstonetraining.com.sg/","","","","","https://10times.com/company/riverstone-training"
"16/07/2024","10Times","https://10times.com/e1rk-1h5z-4g0g","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 30 Oct - Fri, 01 Nov 2024","Waste & Recycling Vietnam Expo","The Waste and Recycling Expo Vietnam aims to introduce modern waste treatment and recycling technology to domestic businesses, promoting a circular economy and addressing environmental issues. Organized by RX Tradex Vietnam, the event offers networking, innovation showcases, and educational opportunities in the waste and recycling industry. It aims to support businesses and make a positive societal impact. The venue is at World Trade Center Binh Duong New City, Vietnam.","","","","
                    WTC EXPO Binh Duong New City, 											tp. Thủ Dầu Một, VietnamGet Directions","Vietnam","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/lrm-course","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 25 - Fri, 27 Sep 2024","Effective Liquidity Risk Management (LRM Course)","""Best Effective Liquidity Risk Management Training in Vietnam""Join our industry-related workshop on liquidity risk management. Learn about the importance of addressing liquidity risk in financial and non-financial institutions, regulatory challenges, and best practices. Gain valuable insights and practical knowledge from experienced trainers in the financial sector. Ideal for finance and audit professionals.","","","","Ho Chi Minh, Vietnam","Vietnam","Southeast Asia","","","","","","","Riverstone Training","http://www.riverstonetraining.com.sg/","","","","","https://10times.com/company/riverstone-training"
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Vietnam","Southeast Asia","","","","","","","","","","","","",
"16/07/2024","10Times","https://10times.com/e1dh-d54f-22dk-g","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 22 - Thu, 26 Sep 2024","PBC International Conference","Ho Chi Minhtp. Thủ Dầu Một","","","","
                    University of Medicine & Pharmacy HCMC (UMP), 											Tân Phú, VietnamGet Directions","Vietnam","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/e1kf-p4x0-d5g0","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 10 Nov 2024","Begin Offline Private and Boarding School Fair. Ho Chi Minh City","Each participating institution will have a lead generation campaign before the event. Channels used include local and international search engines, social media (FB, Instagram), and direct emails.","","","","
                    Lotte Legend Hotel Saigon, Ho Chi Minh, VietnamGet Directions","Vietnam","Southeast Asia","","","","","","","Begin Group","http://begingroup.com","","","Germany","","https://10times.com/company/begingroup"
"16/07/2024","10Times","https://10times.com/e1d2-8h1f-0ksx-s","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 09 - Wed, 11 Sep 2024","ESG Masterclass","The course will provide a detailed explanation of the various frameworks for including ESG and sustainable investment practices from the perspectives of both the investors and corporates. The course covers the different approaches to ESG investing, such as ESG incorporation, ESG inclusion, ESG engagement, and ESG screening in a comprehensive way. It also gives a broad overview of the ESG products and strategies across the equity and fixed income asset classes. The course also offers an overview of the various challenges that may arise when implementing ESG best practices at the organizational level.","","","","
                    Hotel Pullman Saigon Centre, 											Ho Chi Minh,											VietnamGet Directions","Vietnam","Southeast Asia","","","","","","","Riverstone Training","http://www.riverstonetraining.com.sg/","","","","","https://10times.com/company/riverstone-training"
"16/07/2024","10Times","https://10times.com/e12d-drkz-r7s1-5","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 01 - Thu, 03 Oct 2024","Chartered Financial Modeler","All Events in Ho Chi Minh","","","","Ho Chi Minh,											Vietnam","Vietnam","Southeast Asia","","","","","","","Riverstone Training","http://www.riverstonetraining.com.sg/","","","","","https://10times.com/company/riverstone-training"
"16/07/2024","10Times","https://10times.com/e12d-h4fx-4fkh-7","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 02 - Fri, 04 Oct 2024","Chief Financial Officer (CFO) Leadership program","All Events in Ho Chi Minh","","","","Ho Chi Minh,											Vietnam","Vietnam","Southeast Asia","","","","","","","Riverstone Training","http://www.riverstonetraining.com.sg/","","","","","https://10times.com/company/riverstone-training"
"16/07/2024","10Times","https://10times.com/e13x-r2d0-fgz3","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 26 Sep 2024","ALB Vietnam In-house Legal Summit","Join Asian Legal Business for the ALB Vietnam In-house Legal Summit 2024 in Ho Chi Minh City. Explore data privacy, regulatory reforms, AI trends, and compliance challenges. Engage in discussions on General Counsels' concerns, network with industry experts, and build valuable connections within the legal landscape.","","","","Ho Chi Minh, Vietnam","Vietnam","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/icramnh-da-nang","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 06 Dec 2024","International Conference on Recent advancement in Medical Education, Nursing, and Health Sciences (ICRAMNH)...","The main goal of ICRAMNH is to offer a top-notch platform for participants worldwide to exchange ideas and experiences in person with peers from various regions.","","","","
                    Hyatt Regency Danang Resort and Spa, 											Da Nang, VietnamGet Directions","Vietnam","Southeast Asia","","","","","","","IRF Conference","http://irfconference.org","","","India","","https://10times.com/company/igrforum"
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Vietnam","Southeast Asia","","","","","","","","","","","","",
