"a_date_farmed","b_source","c_scraped_url","d","e","f","g","h","i","j","k","l","m_date_of_event","n_event_name","o_description","p","q","r","s_state_province","t","u","v","w","x","y","z","aa","ab_business_info","ac_website","ad","ae","af_country","ag"
"12/07/2024","10Times","https://10times.com/annual-ata-conference-banff","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 12 - Fri, 16 Aug 2024","Annual ATA Summer Conference","","","","","Banff","Canada","North America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/career-fair-calgary","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 01 Aug 2024","Career Fair Canada","","","","","Calgary","Canada","North America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/agricultural-winter-fair","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 01 - Sun, 10 Nov 2024","The Royal Agricultural Winter Fair","","","","","Toronto","Canada","North America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/protocol-education-forum-montreal","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 15 - Thu, 18 Jul 2024","Annual International Protocol Education Forum","","","","","Montreal","Canada","North America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/free-montreal-job-fair","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 10 Sep 2024","Montreal Career Fair and Training Expo","","","","","Montreal","Canada","North America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/agrifair-rodeo","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 02 - Sun, 04 Aug 2024","Abbotsford Agrifair","","","","","Abbotsford","Canada","North America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/private-school-vncouver","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 20 Oct 2024","Private School Expo Vancouver","","","","","Vancouver","Canada","North America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/graduate-professional-studies-expo","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 10 Oct 2024","Graduate & Professional Studies Expo","","","","","Toronto","Canada","North America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e10k-dk8g-pr28","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 22 May 2025","Diversity, Equity and Human Rights Committee","","","","","Edmonton","Canada","North America","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Canada","North America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/ulead-2015","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 06 - Tue, 08 Apr 2025","uLead Conference","","","","","Banff","Canada","North America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1k4-6r14-fsdz","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 22 - Sun, 24 Nov 2024","Global Conference on Arts, Education, and Humanities (GCAEH)","","","","","Vancouver","Canada","North America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/vancouver-career-education-settlement-fair","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 25 Oct 2024","Vancouver Canadian Immigrant Fair","","","","","Vancouver","Canada","North America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/wlc-calgary","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 19 - Wed, 21 Aug 2024","International Women & Leadership Conference","","","","","Calgary","Canada","North America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/gls-waterloo","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 08 - Fri, 09 Aug 2024","Global Leadership Summit (GLS)","","","","","Waterloo","Canada","North America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/future-education-regina","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 05 Nov 2024","See Your Future - Education & Career Fair","","","","","Regina","Canada","North America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/stf-lake-louise","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 30 Jan - Sat, 01 Feb 2025","Shaping the Future (STF)","","","","","Lake Louise","Canada","North America","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Canada","North America","","","","","","","","","","","",""
