"date_farmed","source","scraped_url","d","e","f","g","h","i","j","k","l","post_date","n","job_title","p","job_type","description","s","t","salary","v","w_requirements","x_benefits","y","z","aa_state_province","ab_country","ac_region","business_name","ae_description","af_website","ag","ah","ai_country","company_url"
"29/12/2024","30s Jobs","https://30sjob.com/job/head-of-international-department/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Head of International Department","","Full Time","","","","","","","","","","Thái Nguyên","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/art-visual-art-teacher/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Art/Visual Art Teacher","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/looking-for-teacher-trainer-in-bac-giang-salary-3000-up-to-3700-4-weeks/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Looking For Teacher Trainer In Bac Giang – Salary :3000$ Up To 3700$ (4 Weeks )","","Full Time","","","","","","","","","","Bắc Giang","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/esl-teaching-in-ho-chi-minh-city-viet-nam-2/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","ESL teaching in Ho Chi Minh city, Viet nam","","Part Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/esl-teaching-in-ho-chi-minh-city-viet-nam/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","ESL Teaching In Ho Chi Minh City, Viet Nam","","Part Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/we-are-looking-for-english-teachers-in-ha-noi-25-paid-leave-days-per-year/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","We Are Looking For English Teachers In Ha Noi – 25+ Paid Leave Days Per Year.","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/teaching-job-in-vinh-ngha%e2%80%a1-an-training-academy-salary-up-to-25usd-per-hour/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Teaching Job in Vinh, Nghá»‡ An – Training Academy – Salary: Up To 25USD Per Hour","","Full Time","","","","","","","","","","Nghệ An","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/teaching-english-with-150-hours-per-month-in-hcmc/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Teaching English With 150 Hours Per Month In HCMC.","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/teaching-in-ha-noi-pay-rate-20-21-hour-net/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Teaching In Ha Noi – Pay Rate: $20-21 /Hour (NET)","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/we-are-looking-for-native-esl-teachers-2200-ae-3000-net-full-time-location-hai-phong-hanoi-and-hcm-city/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","We Are Looking For Native ESL Teachers $2,200 â€“ $3,000 Net (Full-Time) – Location: Hai Phong, Hanoi And HCM City,","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/teaching-math-in-ha-noi-negotiable-salary-according-to-capacity/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Teaching Math In Ha Noi – Negotiable Salary According To Capacity.","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/teaching-english-at-binh-phuoc-monthly-accommodation-allowance-one-time-visa-work-permit-support-fee/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Teaching English At Binh Phuoc – Monthly Accommodation Allowance. One-Time Visa & Work Permit Support Fee.","","Full Time","","","","","","","","","","Bình Phước","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/hallo-english-teaching-in-ha-noi-rate-120-160-php-hour/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Hallo English Teaching In Ha Noi – Rate: 120-160 PHP/ Hour","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/weaere-looking-for-a-part-time-full-time-english-teacher-salary-up-to-1000-usd-month/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Weâ€™re Looking For A Part-Time/Full Time English Teacher – Salary Up To 1000 Usd / Month.","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/go-vap-hcmc-urgent-looking-for-a-part-time-teacher-salary-per-hour-500-000-600-000vnd-net/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","[Go Vap – HCMC] Urgent! Looking For A Part-Time Teacher – Salary Per Hour: 500.000 – 600.000Vnd (Net)","","Part Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/expat-teacher-recruitment-2/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","EXPAT TEACHER RECRUITMENT","","Part Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/english-teachers-assistant-vietnamese-candidates-only/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","English Teacher’s Assistant (Vietnamese candidates only)","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/english-teacher-at-nha-trang-city-2/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","English Teacher (At Nha Trang City)","","Full Time","","","","","","","","","","Nha Trang","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/vietnamese-secondary-english-teaching-position/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Vietnamese Secondary English Teaching Position","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/jaxtina-english-center/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Jaxtina English Center","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/expats-only-recruitment-and-welfare-manager-education/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Expats only – “Recruitment and Welfare Manager (Education)”","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/english-teacher-for-vmg-ae-modern-services-bien-hoa-city-20-miles-from-ho-chi-minh-city/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","English teacher for VMG â€“ Modern services (Bien Hoa City (20 miles from Ho Chi Minh City))","","Full Time","","","","","","","","","","Đồng Nai","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/areas-that-play-your-strengths-in-teaching-english-ae-vmg-viet-nam-bien-hoa-city/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Areas that play your strengths in teaching English â€“ VMG Viet Nam (Bien Hoa city)","","Full Time","","","","","","","","","","Đồng Nai","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/teaching-assistant/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Teaching Assistant","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/yola-test-prep-and-kids-teachers-needed-in-ho-chi-minh/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Yola – Test-Prep And Kids Teachers Needed In Ho Chi Minh","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/kg-primary-and-lower-secondary-school-teachers-up-to-2500/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","KG, Primary and Lower-Secondary school teachers up to 2,500$","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/full-time-english-teacher-needed/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Full-Time English Teacher Needed","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/hot-job-educational-adviser/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","(Hot Job) Educational Adviser","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/assistant-teacher-vietnamese-2/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Assistant Teacher ( Vietnamese )","","Full Time","","","","","","","","","","Bà Rịa Vũng Tàu","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/middle-school-science-steam-teacher-hai-phong-vietnam/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Middle School Science/Steam Teacher (Hai Phong, Vietnam)","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/personal-tutor-learner-service/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Personal Tutor (Learner Service)","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/english-teacher-6/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","English Teacher","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/full-time-part-time-native-english-teacher/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Full-Time & Part-time Native English Teacher","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/needed-native-english-teachers-at-ismart-education-ho-chi-minh-city/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Needed Native English Teachers At Ismart Education (Ho Chi Minh City)","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/urgent-english-teacher-salary-review-work-permit-support/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Urgent! English Teacher – Salary Review – Work Permit Support","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/full-time-esl-teachers-needed-athena-vietnam-education-salary-1000-2000-usd-per-month-100-hours/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Full -Time Esl Teachers Needed Athena Vietnam Education – Salary: 1000 – 2000 Usd Per Month (100 Hours)","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/expat-teacher-recruitment/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Expat Teacher Recruitment","","Part Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/esl-teachers-in-ha-noi-up-to-2300-month-net/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","ESL Teachers In Ha Noi – Up To 2300$/Month (NET)","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/teaching-children-in-hcm-city-hourly-rate-from-470000-vnd-p-h-up-to-520000-vnd-p-h/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Teaching Children In HCM City – Hourly Rate From 470,000 VND p/h Up To 520,000 VND p/h","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/full-time-and-part-time-weekday-positions-at-language-link/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Full Time And Part Time Weekday Positions At Language Link","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/ismart-english-teacher-3/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","iSMART English Teacher","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/primary-and-secondary-school-teacher-in-hcm-city/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Primary And Secondary School Teacher In HCM City.","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/teaching-english-at-ha-nai-competitive-salary-30-paid-leave-days-per-year/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Teaching English At HÃ Ná»™i – Competitive salary – 30 Paid Leave Days Per Year.","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/esl-teachers-needed-to-start-immediately/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Esl Teachers Needed To Start Immediately","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/teaching-in-ho-chi-minh-attractive-salary/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Teaching In Ho Chi Minh – Attractive Salary.","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/teaching-in-nghe-an-bac-giang-salary-from-1400-1700-month/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Teaching In Nghe An, Bac Giang – Salary: From 1400 -1700$ Month.","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/ismart-english-teacher-2/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","iSMART English Teacher","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/ismart-english-teacher/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","iSMART English Teacher","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/nes-non-nes-speakers-teaching-in-phan-rang-ninh-thuan-work-permit-trc-support/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Nes – Non-Nes Speakers Teaching In Phan Rang – Ninh Thuan. Work Permit, TRC Support.","","Full Time","","","","","","","","","","Ninh Thuận","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/english-teacher-at-nha-trang-city/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","English Teacher (at Nha Trang City)","","Full Time","","","","","","","","","","Nha Trang","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/nes-teacher-in-hai-duong/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Nes Teacher In Hai Duong.","","Full Time","","","","","","","","","","Hải Dương","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/emg-education-esl-teachers-needed-join-now/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","[ EMG Education ] ESL Teachers Needed! Join Now","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/full-time-and-part-time-esl-teachers-needed-athena-vietnam-education-co/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","FULL-TIME AND PART-TIME ESL TEACHERS NEEDED ATHENA Vietnam Education CO.","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/dtp-is-hiring-english-teacher-in-hcmc/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","DTP is hiring English Teacher in HCMC","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/dtp-education-solutions-is-recruiting-full-time-and-part-time-english-teachers/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","DTP Education Solutions is recruiting full time and part time English teachers","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/position-english-teacher/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Position English Teacher","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/esl-teacher/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","ESL Teacher","","Full Time","","","","","","","","","","Đồng Nai","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/rmit-vietnam-looking-for-lecturer-and-phd-in-finance/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","[ Rmit Vietnam] looking for Lecturer and PhD in Finance","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/study-abroad-counsellor-manager/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Study Abroad Counsellor/manager","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/teaching-part-time-in-australian-language-institue-ae-ali-a-center-under-sace-education-vietnam-salary-from-500000-to-650000-vnd-hour/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Teaching Part -Time In Australian Language Institue â€“ ALI (a center under SACE Education Vietnam) – Salary From 500,000 To 650,000 VND/Hour","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/teaching-in-ho-chi-minh-city-guaranteed-40-hours-month/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Teaching In Ho Chi Minh City – Guaranteed 40 Hours/Month.","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/recruiting-english-teachers-who-teach-english-language-mathematics-and-science/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Recruiting English teachers who teach English Language, Mathematics and Science.","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/hiring-teachers-for-new-school-year-in-ha-noi-payment2100-2300-usd-gross-month/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Hiring Teachers For New School Year In Ha Noi – Payment>=2,100 – 2,300 USD gross/month]","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/teach-english-maths-and-science-for-primary-up-to-23-paid-holidays-per-year/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Teach English, Maths And Science For Primary – Up To 23 Paid Holidays Per Year.","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/three-english-teachers-needed-salary-380-000-420-000-vnd-hour/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Three English teachers needed. Salary: 380.000 – 420.000 vnd/hour","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/esl-math-science-teacher-in-hcm-city/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Esl/Math/Science Teacher in HCM City","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/hot-part-time-english-teachers-in-hcmc-at-least-02-year-experience-as-an-esl-teacher/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Hot Part – Time English Teachers In HCMC – At least 02-year experience as an ESL teacher","","Part Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/vietnamese-english-teacher/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Vietnamese English Teacher","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/kindergarten-to-high-school-in-ho-chi-minh-city-sponsored-work-permit-visa-trc/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Kindergarten To High School In Ho Chi Minh City – Sponsored Work Permit, VIsa/TRC.","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/teaching-kindergarten-and-junior-classes-salary-18-usd-ae-26-usd-per-hour/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Teaching Kindergarten And Junior Classes – Salary: 18 USD â€” 26 USD Per Hour","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/find-a-native-english-speaking-teacher/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Find A Native English-Speaking Teacher","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/secondary-teacher/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","Secondary teacher","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/academic-maths-science-teachers-and-english-teachers/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","ACADEMIC MATHS, SCIENCE TEACHERS AND ENGLISH TEACHERS","","Full Time","","","","","","","","","","Ho Chi Minh","Vietnam","South-East Asia","","","","","","",""
"29/12/2024","30s Jobs","https://30sjob.com/job/english-teachers-needed-in-hanoi-voiceover-teaching-material/","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Jobs","","","","ENGLISH TEACHERS NEEDED IN HANOI – VOICEOVER TEACHING MATERIAL","","Full Time","","","","","","","","","","Hà Nội","Vietnam","South-East Asia","","","","","","",""
