"post_date","job_title","online","description","salary","city","business_name","company_url"
"14d","Administrative Assistant Student Wellbeing and Teaching","No","All Hallows' School | Administration/Support/Service
Closing date: 10/06/2024

All Hallows' School is a Catholic girls' school that is a Ministry of Mercy Partners.

All Hallows' is committed to a vision of education that takes account of diverse student needs and social issues, particularly those affecting women and justice. This philosophy is reflected in the academic and pastoral life of the School.

The Administrative Assistant Student Wellbeing and Teaching is part of a collaborative team reporting to Administration Services Manager and works to provide high quality administrative support to designated Leaders, as well as being the first point of contact for visitors and callers to the School through the provision of high quality and professional reception services.

This is a full-time, term-time position, involving 38 hours per week between 7:30am – 3:30pm Monday to Friday with a half hour lunch break. In addition, the successful applicant will be required to work an additional week per school holiday period at the end of each term, and the beginning of the year (or part thereof, assigned as four additional paid weeks).

This position commences on Monday, 8 July 2024, or as negotiated with the successful applicant.

Applications close at 9:00 am Monday, 10 June 2024. Early submission of applications is strongly encouraged. Applications for advertised vacancies should be submitted online.

Please see the Position Overview and Duty Statement for full details.

At All Hallows' School, diversity is celebrated, and our workplace culture is built on respect, dignity, and fairness. We encourage applications from candidates of all backgrounds and lived experiences, including Aboriginal and Torres Strait Islander people.

All Hallows' School is committed to creating and maintaining an inclusive workplace and work practices for current and future employees. We strive to create a positive, barrier-free recruitment process and a supportive workplace. Please contact Human Resources if you require a workplace adjustment to participate in our recruitment processes.

We thank all applicants for their interest, however, only those selected for interviews will be contacted.","$55K - $70K (Glassdoor Est.)","Brisbane","All Hallow's School","https://www.glassdoor.com.au/Overview/Working-at-All-Hallows-School-EI_IE6563685.11,29.htm"
"30d+","Private Tutor","No","KIS Academics is an innovative Australian Online Education Company. We're a team of tech pros, perfect scoring tutors and student doctors. We're young enough to know exactly how to communicate effectively with students but experienced enough to understand that with the right guidance, anyone can improve their grades and achieve their goals. We ambitiously envision a world where one day, technology and genuine human connections can facilitate a unique education for every student across the world.Our services are aimed at Year 5-12 students all across Australia, and everything is conducted 100% online.Right now, we are looking for stellar private tutors to truly inspire a life-long love of learning for all our students. We want tutors who can not only teach the students WHAT to learn, but HOW to learn. If you are a university student who embodies the KIS values of 'student-centric', 'people-passionate' and prefers to 'Keep it Simple', then apply today to join our rapidly expanding community of 150+ tutors across Australia!Hours are extremely flexible, as we allow you to directly communicate with the students to arrange lessons around your schedule. We will even provide you with new students according to your reported availabilities!Why should I join KIS Academics?In short, we are the best option for both you and your students.1. *The amazing KIS team* - we only hire the best tutors. ie. only top scorers. Our administration team is super dedicated to your success, like literally pulling all-nighters to make sure websites and operations run smoothly.2. *We’re super transparent with pay* - We openly disclose to our tutors the payment structure used by KIS Academics for each individual tutoring tier, as well as what tier you will be tutoring at.3. *Competitive rates* - our hourly pay for tutors is higher than the industry standard at ALL tiers. We make sure to pay our tutors well.4. *We provide resources* - for select subjects, we will give you worksheets to hand to your students so you don’t have to write your own. We also give you access to notes + revision videos + an up-to-date curriculum to help guide your teaching. We even have a dedicated bank of English resources to help you.5. *It’s better for students* - All students who sign up for private tutoring get free access to our online study skills programs. They also receive a free study skills consultation when first signing up. Depending on the subject they're doing and the tier of tutoring they choose when signing up, we will also provide them with video lessons so they can review sessions6. *Freedom to work freelance* - you can search out your own students not affiliated with KIS Academics and tutor them aside from the ones you get through us. And yes, you can still use our worksheets and resources with them too (we’re generous!)7. *We do the advertising at no cost to you* - KIS Academics will list you on our website and pay for all marketing as well. If students want you as their tutor - they’ll sign up. No loss for you. On average, we will spend anywhere from $50 - $300 AUD on marketing per tutor, per year. That’s how much we want you to succeed and why we charge a commission.8. *We’re growing* It’s more fun when you’re part of a team that’s constantly getting better. If you’d like more responsibility and more opportunities down the line, chances are we’ll be able to give it to you. From paid blog post writing and podcast recording to our KIS LinkedIn Masterclass exclusive to our tutors, we care immensely about your professional development.A bit about you:Currently pursuing a professional career in education, or a high ATAR achiever with confidence in teaching either primary and secondary school subjectsExcels at both verbal and written communicationComfortable in establishing rapport with peopleTech-savvy enough to navigate basic online teaching programsHave an unquenchable passion for inspiring and educating studentsIf this sounds like you, then what are you waiting for? APPLY TODAY!Job Types: Subcontract, Freelance, Part-timePart-time hours: 10 per weekPay: $40.00 – $100.00 per hourBenefits:Referral programWork from homeSchedule:Flexible hoursSupplemental pay types:CommissionPerformance bonusApplication Question(s):What do you ultimately see the role of a tutor to be?What do you think makes the difference between a good tutor and a really amazing one?What was your ATAR score?Education:High School (Year 9-11) (Preferred)Experience:Teaching: 1 year (Preferred)Licence/Certification:Working with Children Check (Preferred)Driver Licence (Preferred)Work Authorisation:Australia (Required)","$40.00 - $100.00 Per hour (Employer Est.)","Gold Coast","KIS Academics","https://www.glassdoor.com.au/Overview/Working-at-KIS-Academics-EI_IE4824979.11,24.htm"
"14d","Teacher's Aide","No","Job descriptionMYPAL Home Care is a provider of quality human services in Melbourne. Our values embrace cultural respect, social justice, partnerships and optimising outcomes for people with disability and their families. As an organisation we are committed to participant safety and strength based and person centred practices. We aim to make a long-term difference in the lives of our participants and their families and carers.We currently have 2 positions available for a Teacher's Aide We are currently taking applications for motivated individuals who have a passion for high quality early childhood education to work along side our dedicated team of early childhood educators to assist in providing care and educaiton for children aged 6 weeks to 5 years.Please indicate in your application which centre you are applying to work in.RequirementsCurrent Working With Children Check (Victoria), or willing to obtainExperience in a similar role is advantageous, but not requiredAbility to speak fluent EnglishAbility to take initiative in the roleFull availability Monday-FridaySupporting you to support othersAccess to salary packaging & meal and entertainment benefitsFlexible work arrangements to support work-life balanceEmployee assistance, health & wellness programsValues-based culture & rewards and recognitionOngoing learning & developmentPotential career developmentJob Types: Full-time, Part-time, Temporary, Internship, ContractPay: Up to $38.00 per hourSchedule:8 hour shiftAfternoon shiftDay shiftEvening shiftFixed shiftMonday to FridayMorning shiftOn callOvertimePublic holidaysRotating rosterWeekend availabilityWeekends onlySupplemental pay types:Overtime payPerformance bonusWork Location: In person","$38.00 Per hour (Employer Est.)","Australia","MYPAL HOME CARE","https://www.glassdoor.com.au/Overview/Working-at-Mypal-Home-Care-EI_IE6959260.11,26.htm"
"30d+","HSC Maths & Science Tutors (hybrid)","No","Are you a high-achieving individual with a passion for Maths and Sciences? Join our team as a tutor and let us handle the logistics while you focus on sharing your expertise with eager students.Position: Tutor for Year 7 - 12 StudentsSubjects: Maths (including HSC Standard, Advanced and Extension) and Science (including HSC Biology, Physics and Chemistry)What You Get:We take care of finding students for you so you don't have to focus on marketing and coordinating lessons. Enjoy the convenience of a steady stream of students matched to your availability and preferences.Flexible Schedule: Set your availability and schedule according to your preferences.Materials Provided: Access our extensive library of teaching materials, saving you time and effort in preparation.Competitive Pay: Start earning $40/hr for in-person classes from Rouse Hill. As you continue to work with us, there is an opportunity for your base rate will increase based on performance.Online Options: Online options are also available which allow you to work from home - at a reduced rate.More opportunties to earn more: By creating weekly resources, mock tests etc. for our studentsWhat We Are Looking For:98+ ATAR Band 6 in subject you would like to tutorProfessionalism: Reliable, punctual, and committed to providing high-quality instruction. Excellent communication and interpersonal skills are essential.University StudentHow to Apply:If you meet the qualifications outlined above, please attach your resume and ATAR results. Job Type: CasualPay: $30.00 – $50.00 per hourExpected hours: No less than 5 per weekBenefits:Work from homeApplication Question(s):What is your ATAR?Work Authorisation:Australia (Required)Work Location: In person","$30.00 - $50.00 Per hour (Employer Est.)","Rouse Hill","Mentor Me",""
"1d","Teaching Principal Level TP1 - Hermidale Public School","No",".
Position Information
Hermidale Public School is a Teaching Principal TP1 rural remote school on the traditional lands of the Wangaaypuwan Ngiyampaa people. Hermidale is a farming and mining community located 45 km west of Nyngan, within the Bogan Local Government area.

The schools staff includes - Administration Manager and a part time administration officer, School Learning Support Officers and a full time Second Teacher (job share). Currently, 14 students are enrolled with 5 students identifying as Australia's first nation peoples.

The school is supported by the Mitchell network of schools and has strong partnerships with the families, Hermidale Public School Parents & Citizens Association and Nyngan Aboriginal Education Consultative Group. Our partnership with the Girilambone, Hermidale & Marra Creek Leading and Learning Hub supports school improvement effectively through inclusive, respectful and purposeful engagement.

The community supports students 'Reaching for the Stars' within a Positive Behaviour for Learning culture that promotes positive, respectful and responsible learners.

The school's focus is on student outcomes in literacy and numeracy. Student engagement through a broad range of activities, performing arts, cultural, leadership and sport, lead to learning opportunities beyond the school gate. The school has excellent facilities, which include well–maintained classrooms surrounded by an aesthetically pleasing and rich play environment. The school has a comprehensive library, quality literacy and numeracy resources, community agricultural project and technology for student learning.

For further information, please refer to the Annual Report, Strategic Improvement Plan and the school’s Website at

hermidale-p.schools.nsw.gov.au
Selection Criteria
In addition to the general selection criteria, approval to teach infants and/or primary.

Strong educational leadership to inspire and support all staff in the implementation of evidence-informed quality teaching practices with a focus on continuous improvement to ensure growth and attainment of literacy and numeracy for all students.

Well-developed skills and ability to foster and enhance a positive whole school behaviour strategy that leads to all students understanding their responsibilities to ensure a safe and creative learning environment.

Demonstrated capacity to build authentic connections and collaborations with students, parents, staff, community and local Aboriginal Education Consultative Group to strengthen productive educational partnerships to enhance the learning and wellbeing of a diverse range of students.
General Selection Criteria
1. High level educational leadership with the skills to lead and manage a complex public school focused on the delivery of high quality education

2. Ability to lead and manage rigorous and inclusive whole school teaching and learning programs

3. High level communication and interpersonal skills with the capacity to build positive relationships and engage all levels of the school and educational community

4. Ability to lead and manage the development and performance of staff to improve teaching and learning

5. Ability to plan systems and manage resources effectively and equitably to enhance teaching and learning

6. Capacity to lead staff in implementing the Department's Aboriginal education policies and to ensure quality outcomes for Aboriginal people
Conditions
An unconditional full approval to teach is a requirement. If you do not hold a full approval to teach with the NSW Department of Education, you are required to commence the application process at the same time as you apply for this teaching opportunity.
Special Notes
Classification Structure for Principals:

The Crown Employees (Teachers in Schools and Related Employees) Salaries and Conditions Award 2017 details the new principal classification structure based on complexity of schools which commenced in 2016. Please view information on the Classification structure for Principals at https://education.nsw.gov.au/about-us/careers-at-education/Salary-and-benefits/salary-and-awards/awards-and-determinations/teachers-award-initiatives/principal-classification-structure-faqs

The classification and remuneration of our school principals is based on school complexity, as measured through each school’s RAM allocation. As part of the ongoing application of the new structure a review of thresholds and outcomes will occur on an annual basis. The principal classification for this school is Teaching Principal Level TP1 for 2024.

 Applicants are to include details of their WWCC clearance number as part of this application.

 About the NSW Department of Education

The Department of Education is the largest provider of public education in Australia with responsibility for delivering high-quality public education to two-thirds of the NSW student population. We welcome applications from all ages and genders, Aboriginal and Torres Strait Islander peoples, the LGBTQIA+ community, veterans, refugees and people with disability. If we can make some adjustments to our recruitment/interview process to better enable you to shine, please contact the Diversity and Inclusion Team (dandi@det.nsw.edu.au) or visit NSW Department of Education Diversity and Inclusion

New merit selection application guidelines for classroom teachers, executives and principals have been introduced to provide greater clarity to applicants and selection panels. The guidelines are located here. To ensure that your application complies with the guideline page limits, your attachments must be in PDF format.","$141K (Employer Est.)","New South Wales","NSW Teaching Service","https://www.glassdoor.com.au/Overview/Working-at-NSW-Government-EI_IE692679.11,25.htm"
"14d","TEFL / ESL / ELICOS / English Teachers - Brisbane Campus","No","Join our dynamic team at SELA (Brisbane Campus). We are currently hiring qualified ESL teachers for our Morning and Evening shifts.If you have a bachelor's degree and either a Cambridge CELTA, a TEFL certificate, or an equivalent qualification, we would love to hear from you!Here are some key details about the position:Multiple openings for General English teaching positions.Immediate start for successful candidates.Recent CELTA or TEFL certificate graduates are encouraged to apply.Flexible working hours available: Morning, Evening & Weekend shifts.Morning: Monday to Thursday, from 8.45 am to 2.30 pm.Evening: Monday to Thursday, from 4.20 pm to 9.40 pm.Enjoy teaching in a modern campus with well-equipped classrooms.Convenient location near public transport.Ongoing work opportunities are available.We look forward to hearing from you!Job Type: CasualPay: $56.65 – $73.17 per hourSchedule:Evening shiftMorning shiftEducation:Bachelor Degree (Preferred)Experience:Classroom Teaching: 1 year (Preferred)Licence/Certification:CELTA or TEFL Certificate (Preferred)Work Authorisation:Australia (Required)Work Location: In person","$56.65 - $73.17 Per hour (Employer Est.)","Brisbane","SELA",""
"9d","Maths Tutors - Seeking 1st and 2nd Year Uni Students","No","Seeking confident and energetic Maths and English Tutors to teach school aged children at our Epping centre two afternoons a week.Do you:- Have a passion for English or Maths and studied Extension units in the HSC?- Have great communication skills?- Enjoy building excitement and energy in a room?- Enjoy working with children (Kindy - Year 10)?- Live locally to Epping?- Have availability after 3pm at least 2 days a week?If you answered 'Yes' to the questions above, then we would love you to apply to join our awesome team of tutors at NumberWorks'nWords.We are not your average tuition centre. We create an environment where learning can be both fun and successful for all our students. Our centres are vibrant and fast-paced where we celebrate our students' successes with Hi-Fives, praise, certificates and rewards.Our tutors really enjoy working here because:- they get to work with a range of kids as young as Kindy up to Year 10;- they are provided with training to enable them to do their very best;- they get consistent shifts every week;- they are doing rewarding work in helping their students gain confidence and achieve success;- they feel valued and enjoy working as part of a team;- they are learning valuable skills that they can take into their careers.You will get the chance to share your passion for maths or English by helping our students in a small group (up to 4 students) to unlock their true potential and really make a difference in their lives. Everything is provided for in the centre, you just bring your enthusiasm, knowledge and skill.Don't stress if you have no experience tutoring before, we train you!Position would suit first or second year university students.Only successful applicants will be contacted for an interview.To apply, please include your resume and cover letter. Please also provide your ATAR and HSC marks for maths and English, any relevant work experience and the days you would be available to teach from Monday to Friday during the semester.Casual hours: 4.5-6.5 per weekWork RemotelyNoJob Type: CasualPay: $20.00 – $30.95 per hourExpected hours: 5 – 10 per weekSchedule:Afternoon shiftNo weekendsEducation:High School (Year 12) (Required)Language:English (Required)Work Location: In personExpected Start Date: 11/06/2024","","Epping","NumberWorks'nWords Epping",""
"1d","Primary (Kindy – Year 6) Teachers/Tutors in North Strathfield NSW","No","Edu-Kingdom CollegeEdu-Kingdom College, with more than 35 campuses spanning Australia and New Zealand provides a secure, nurturing, and all-embracing atmosphere for students from Primary to High School, enabling them to maximise their academic capabilities to the utmost. As an employer, Edu-Kingdom College extends a supportive, esteemed, and dynamic workspace with flexible hours that cater your studies or work commitments.Benefits include· Flexible Days and Hours· Provides Comprehensive Educational MaterialsYour job will involve· Conducting group, face-to-face primary classes (Kindy to Year 6)· Teaching one-to-one lessons (Kindy to Year 6)· Regular programs (English, Mathematics, Thinking Ability), Trial Test Programs (Opportunity Class, Selective School exam), and Writing programs etc· Assessing, Evaluating, and Relaying student progress to the officeJob Types: CasualSchedule· Afternoon shift (Weekdays)· Flexible hours· On Call· Weekend (Saturday) availabilityWork Authorisation:Australia (Preferred)Work Location: In person / North StrathfieldJob Type: CasualSchedule:Afternoon shiftMonday to FridayOn callWeekend availabilityWork Authorisation:Australia (Required)Work Location: In person","","Strathfield","Edu-Kingdom College Strathfield",""
"16d","TUTORS NEEDED","No","Job descriptionExpanding tutoring centre in the heart of Sunshine, Melbourne's West.Looking for a tutor who is passionate in teaching and assisting students.Positions also available for the following subjects:Secondary Maths/English/ScienceVCE ChemistryVCE EnglishVCE PhysicsVCE Further MathematicsVCE Maths MethodsVCE Specialist MathematicsPrimary Maths/EnglishJob Types: Part-time, Permanent, CasualBenefits:Employee discountSchedule:Monday to FridayPublic holidaysRotating rosterWeekend availabilityJob Types: Part-time, Permanent, CasualPay: From $25.00 per hourExpected hours: 4 – 20 per weekBenefits:Employee discountSchedule:Afternoon shiftEvening shiftWeekend availabilityWork Location: In person","$25.00 Per hour (Employer Est.)","Sunshine","Sunshine Tutoring","https://www.glassdoor.com.au/Overview/Working-at-Bluestone-Restaurant-Bar-EI_IE3794683.11,35.htm"
"30d+","online Mathematics Teacher Australia","No","Mathematics Teacher - Online Part-TimeAre you a passionate Mathematics Teacher? Join us for this online part-time teaching role!Responsibilities:Flexible Hours: Work on your schedule.Teaching Focus: Educate students aged 6-15 in Math.(Especially in grades 1-3)Learning Sessions: Engage in collaborative learning-sharing sessions.Prepared Materials: Use curated materials from our curriculum team.Qualifications:Education: Bachelor's or Master's degree in Education or a Science-related field.Experience: Minimum one year teaching, tutoring, coaching, or mentoring primary students.Interaction Skills: Skilled in inspiring and connecting with students.English-speaker from the US, Canada, the UK, Australia, or New ZealandPay:Competitive hourly pay: AUD 50Requirements:Device: Desktop, Laptop, Macbook, or Microsoft Surface.Network: Fast, stable internet connection.Tools: High-res camera, comfortable headset, and microphone.Working HoursLos Angeles Time (US) or Sydney Time (Australia):Monday& Friday: 4:00 pm - 9:00 pmSaturday-Sunday: 2:00 pm-9:00 pmParticularly high demand on weekends Expected for at least 8 hours fixed availability weekly for 6 months.[Apply Now] - Join WuKong and make a positive impact in online education!【About WuKong】Join WuKong Education, the premier online learning hub in Silicon Valley since 2016. We're the top choice for families aiming to equip their children (ages 3 to 18) with essential language and math skills, setting the stage for success in the 21st century.With 4,000+ global educators and a dedicated curriculum team, WuKong seamlessly merges live online classes and self-paced learning into an interactive platform accessible anytime, anywhere.Our commitment extends beyond academics; we're dedicated to sparking a lifelong passion for learning. Trusted by 300,000+ families across 118 countries, WuKong Education is the key to a brighter educational future.Empower Minds with WuKong Education!Explore more at wukongsch.com. Join us in shaping the future of education!Job Type: Part-timePay: $50.00 per hourExpected hours: 8 per weekSupplemental pay types:BonusApplication Question(s):What's your first language?Please fill in your personal email address.Education:Bachelor Degree (Preferred)Experience:Math  online Teaching: 1 year (Required)Work Authorisation:Australia (Required)Work Location: In person","$50.00 Per hour (Employer Est.)","Australia","Wukong Education","https://www.glassdoor.com.au/Overview/Working-at-Lan-Global-EI_IE274208.11,21.htm"
"17d","Primary and/or Secondary Tutor","No","ABOUT THE BUSINESSWe are a community of young and motivated tutors. We believe in the power of motivating students which has yielded exceptional results across all our students! Success Tutoring is a community with multiple locations in Australia. Our team members are the most diligent and active in the education industry, ensuring a strong relationship with students is set as a priority. Success Tutoring provides tutoring in all subjects for students in grades K - 12.ROLESupport, mentor and educate students from K-6 in English and Maths.Specialise in one or more senior subjects.Fill in reports on students and track student results.Prepare weekly homework for students.Communicate with parents/ guardians about student performance & results.Attend termly meetings.REMUNERATION~ $25-31 p/h + BonusWHAT TO INCLUDE IN YOUR APPLICATIONResume (must include degree studying at university)Your Year 12 Results & ATAR OR EquivalentPERKSWork with like minded university friendsCool campus setup and work from home privilegesIncredible business culture - Tight teamBeneficial staff discountsOpportunity for career developmentQUALIFICATIONS/ REQUIREMENTSMust have a valid Working With Children Check (WWCC)Must be undergoing or completing a bachelor degree at universityReceived adequate results during year 12We prefer applicants who are currently studying education (primary/secondary) at universityAPPLY NOWWe are a distinguished tutoring company, with a proven track record of great results. With a very competitive remuneration, we strive to employ the most enthusiastic, professional and committed staff in Australia. We are looking for someone with exceptional attention to detail and strong communication skills who has a positive attitude and is ready to tackle any task.Apply now by emailing liverpoolatsuccesstutoring.com.auJob Type: CasualPay: $25.00 – $31.00 per hourBenefits:Employee discountFree drinksFree foodSchedule:Evening shiftFixed shiftMonday to FridayWeekend availabilitySupplemental pay types:Performance bonusWork Location: In person","$25.00 - $31.00 Per hour (Employer Est.)","Liverpool","Success Tutoring",""
"30d+","Marking Tutors","No","We are currently seeking a Marking Tutor for students' homework. We are in search of an individual who is confident, reliable, punctual, and fully dedicated to the students and their learning experience.If you are interested in becoming part of our team to deliver high-quality education to students in the Minto Area, please apply now! Ensure to include your current availability and attach your resume for expedited processing of your application.We look forward to receiving your application.Job Types: CasualSchedule:Evening shiftFlexible hoursRotating rosterWeekendJob Types: Part-time, CasualPay: Up to $25.00 per hourExperience:Teaching: 1 year (Preferred)Licence/Certification:Working with Children Check (Preferred)Driver Licence (Preferred)Work Authorisation:Australia (Preferred)Work Location: In person","$25.00 Per hour (Employer Est.)","Minto","Pre Uni College",""
"15d","English Tutor","No","Company descriptionLanguage tutoring school located in Ashburton. Small group class setting. Convenient public transport and parking.Job descriptionDuties: teaching English to children aged 5-18 years (small group class 2-6 students/class); setting up classroom; correcting homeworkRequirements: native English speaker; VIT registration and/or related work experience; excellent communication skills;Frequency of work: every weekWorking hours: 6-8 hours/weekSalary: $50-65/hour + superWork RemotelyNoJob Types: Part-time, CasualPay: $50.00 – $65.00 per hourExpected hours: 6 – 10 per weekSchedule:Fixed shiftWeekend availabilitySupplemental pay types:Annual bonusWork Location: In personExpected Start Date: 01/07/2024","$50.00 - $65.00 Per hour (Employer Est.)","Ashburton","Real Mandarin",""
"30d+","ESL Teacher","No","Facilitate English as second language classes and/or one-on-one tutoring to help people seeking asylum develop their literacy and English language.
17th May, 2024
Position: ESL Teacher

Program Area: Community Engagement

Purpose / Objective:
Facilitate English as second language classes and/or one-on-one tutoring to help people seeking asylum develop their literacy and English language skills
Reports to:
Community Participation Coordinator
Days and hours required per week: 2 hours a week, Flexible. Face to face (Newtown or Auburn) / Remote (Online)

Duties & Responsibilities:

Please note: ASC provides classes in English for Social Purposes only. There is no accredited curriculum. Learning content is highly adapted to participating students. Class sizes are kept very small for increased individual support. Attendance is dependent upon participant availability.
Plan lessons, prepare teaching materials and deliver weekly classes remotely online over Zoom/Google Meet or face to face at our Newtown or Auburn offices

Teach English language to assigned students in a group and/or one-on-one setting
Create engaging, culturally appropriate, trauma-informed lessons that scaffold prior learning and meet the language and learning needs of participants

Maintain accurate lesson records and share them with the Community Participation Coordinator including class attendance roll, content covered, materials used
Develop well-sequenced, student-driven modules of learning that support optimal learning outcomes and contribute to the development of an informal curriculum
Liaise with the Community Participation Coordinator and volunteer English Team Leader for class schedules, curriculum content, and issues arising
Inform Community Participation Coordinator or volunteer English Team Leader of any key information about the participants or requests for support beyond the English program
Participate in team meetings, debriefs, planning and continuous improvement activities
Ensure confidentiality of all people seeking asylum and maintain professional boundaries
Selection Criteria:
Possession of an ESL diploma or certification from an accredited institution
Previous experience in teaching or tutoring vulnerable people from various backgrounds, cultures and learning experiences
Strong interpersonal and communication skills, including ability to recognise trauma triggers and support trauma responses

Ability to work collaboratively with other staff and volunteers
Strong organisational and time management skills
Strong understanding of the needs of adult and second language learners
Functional IT skills such as use of email and word processing
Ability to adhere to policies in relation to code of conduct, boundaries and confidentiality.

General Conditions

All ASC staff and volunteers are required to:
Adhere to ASC’s vision, purpose and values
Act at all times in accordance with ASC’s Code of Conduct, Boundaries Handbook and Child Protection Policies
Comply with Work, Health and Safety systems
Comply with Incident Management Procedures and emergency protocols
Demonstrate respectful and welcoming behaviour with all people at ASC in culturally appropriate ways
Undertake a NSW Working with Children Check prior to commencement and ensure it is up-to-date
Support a child-safe organisation by undertaking screening for suitability to work with children and vulnerable people and to comply with relevant state/territory legislative requirements
The Volunteer will receive a thorough induction and orientation to their role and to ASC
including a detailed Workplace, Health & Safety briefing.

How to apply: Please attach your resume and a brief blurb (cover letter) about yourself, your motivation and how you meet the selection criteria. Only applications with a resume and cover letter will be considered.","","Australia","Asylum Seekers Centre","https://www.glassdoor.com.au/Overview/Working-at-Asylum-Seekers-Centre-EI_IE470473.11,32.htm"
"30d+","Teaching Assistant","No","We’re currently looking for a passionate teaching assistant with eyes for detail. The person will be responsible for assisting the homeroom teacher in conducting classroom activities and other educational requirements.

Requirements:

– An accredited Teaching degree or an accredited certificate in a specialised educational subject

– Past experience in teaching and the education environment is preferred

– Proficient in English (written & spoken)

– Excellent communication and interpersonal skills

– Well-organised and committed


Student Safeguarding:
At AHI, we are committed to student safeguarding. All applicants will be subjected to rigorous employment checks in order to uphold our school community’s wellbeing. All successful candidates are also expected to understand and adhere to AHI’s Code of Conduct.","$63K - $115K (Glassdoor Est.)","Perth","Anne Hill International School","https://www.glassdoor.com.au/Overview/Working-at-Anne-Hill-International-School-EI_IE5252880.11,41.htm"
"6d","Mathematics/English Tutor","No","Are you passionate about teaching either Maths, or English to children? Do you have a knack for inspiring young minds and fostering academic growth? If so, we have an exciting opportunity available in South Western Sydney.Requirements:Expertise: Proficient in either Math or English tutoring for children aged 4 to 12 years old.Adaptability: Willing to implement innovative teaching methodologies to enhance learning outcomes.Patience: Skilled in engaging with children of varying abilities and learning styles.Passion: Dedicated to fostering academic growth and instilling confidence in students.NSW WCC (Working With Child Check)If you possess a passion for teaching, a dedication to student success, and a desire to be part of a dynamic educational community, we want to hear from you! Join us in shaping young minds and making a positive impact on future generations.Apply now to become a valued member of our team in South Western Sydney.Job Type: CasualPay: $28.00 – $40.00 per hourWork Location: In person","$28.00 - $40.00 Per hour (Employer Est.)","Australia","smart edge technology solutions pty ltd",""
"30d+","Non-School Based Teaching Staff Positions","No","NON SCHOOL BASED TEACHING SERVICE (NSBTS) POSITIONS

About the Department of Education

At the NSW Department of Education, we educate and inspire lifelong learners – from early childhood, through schooling to vocational education and training.

We ensure young children get the best start in life by supporting and regulating the early childhood education and care sector. We unlock excellence and unleash the potential of two-thirds of school children in NSW. We’re proudly public and the largest education system in Australia. We nurture opportunities for every learner to develop the skills needed for their chosen career path, helping shape the industries of tomorrow.

We respect and value Aboriginal and Torres Strait Islander peoples as First Peoples of Australia.

About the positions available

We currently have NSBTS positions within the below Divisions/ Directorates. This page will be updated regularly with available CEO, PEO, SEO2 and SEO1 opportunities.

Office of the Secretary Division

The office supports the work of the Secretary and manages key stakeholder relationships to help deliver the department’s strategic objectives. Specifically, the directorates in the Office of the Secretary:

provide secretariat support for Executive.
support ministerial offices and coordinate responses to Cabinet and cross-government business.
 lead communications, media and correspondence, helping to share outcomes from across the Education portfolio.
ensure equitable access to culturally responsive education for Aboriginal students.
empower NSW public school leaders with world-class leadership development programs and resources.
deliver on Connected Communities, a strategy co-constructed with the NSW Aboriginal Education Consultative Group, to improve outcomes for Aboriginal students and those in complex communities.

School Leadership Institute (SLI)

 Leadership Advisor, SEO2 – Job Reference #0000ALSA – Closing Wednesday 19 June 2024 at 11:59pm
Teaching Learning and Student Wellbeing Division

The Teaching, Learning and Student Wellbeing division aspires to build effective teaching practice, and improve the educational and wellbeing outcomes for every student.

The division develops and delivers programs to:

support effective teaching practices and strengthen educational leadership
provide high-quality, evidence-based curriculum resources
increase student literacy and numeracy
implement evidence-informed, whole-school wellbeing approaches and high-quality student support, services and specialist programs
provide equitable access to services by building partnerships across agencies
expand counselling services in schools and ensure schools are inclusive and safe.

Student Support and Specialist Program

Art Coordination Officer, SEO1 - Job Reference #0000ALFI - Closing Wednesday 5 June 2024 at 11:59pm

Student Wellbeing Support

Learning and Wellbeing Officer, SEO1 - Job Reference #0000ALUR - Closing Thursday 13 June 2024 at 11:59pm
Learning and Wellbeing Advisor, SEO2 - Job Reference #0000AL9C - Closing Monday 10 June 2024 at 11:59pm
How to apply

To apply please click on the below link, where you will be redirected to our job search page. To search for the position/s you wish to apply, insert the 8-digit job reference number into the search bar. To submit your application, please follow the instructions on the relevant job listing.

NON SCHOOL BASED TEACHING STAFF (NSBTS) POSITIONS


Please be advised: The Department may direct you to undertake classroom teaching and lesson preparation as required.


For current NSW public school based employees or employees who hold right of return to a NSW public school, please confirm in your application letter that you have discussed this opportunity with your direct supervisor/principal and that they are willing to release you for the required period.
For all enquiries please contact the NSBTS Recruitment team via nsbtsrecruitment@det.nsw.edu.au

This is a child-related role. As a condition of employment you will be required to provide a Working with Children Check (WWCC) Clearance number and complete a National Criminal Record Check. For more information, click here

We welcome applications from all ages and genders, Aboriginal and Torres Strait Islander peoples, culturally and linguistically diverse groups, the LGBTQIA+ community, veterans, refugees and people with disability. If we can make some adjustments to our recruitment/interview process to better enable you to shine, please contact the Diversity and Inclusion Team (dandi@det.nsw.edu.au) or visit NSW Department of Education Diversity and Inclusion.

E-list: If the selection panel identifies more than one suitable candidate for the role, an E-list may be created from which these suitable candidates may be chosen and directly offered employment in other similar roles that may become available in the future.","$141K - $152K (Employer Est.)","Sydney","NSW Department of Education","https://www.glassdoor.com.au/Overview/Working-at-NSW-Government-EI_IE692679.11,25.htm"
