"post_date","job_title","online","description","salary","city","business_name","company_url"
"16d","Instructional Specialist - Teaching & Learning","No","Role Description/Criteria
St Joseph’s offers an inclusive and non-discriminating learning community to young people, who for a variety of reasons, make the choice to attend a specialised learning environment. St Joseph’s operates across multiple campuses, located in North Melbourne, Geelong, Colac, Ballarat, and a dual engagement virtual learning campus, BlendED. The young people who attend have typically experienced one or more significant and complex educational, social, developmental, psychological, health, legal or familial situations which demand unique responses. Such interventions are embedded within the Operation By Principles framework, which combine education with an understanding of trauma-informed practice.

In this specialist teacher role, you will be known as the specialist of your skillset. We won’t tell you what your specialty area is - you tell us! You will be allocated to a class four days per week and one day to share your knowledge to develop best practice teaching within our unique setting. This will include, leading a professional learning community, modelling your skillset through teaching and collaborating with teachers and school leaders to develop an innovate and engaging curriculum at St Joseph’s North Melbourne.

This position will be full-time on an ongoing basis, with a Position of Leadership (POL) Level 1 fixed term for three years. We’re looking for someone to commence ASAP and will be employed under the Catholic Education Multi Enterprise Agreement 2022.
You will need:

Ability to commit to and work within our Operating Principles; Respect, Participation, Safe and Legal and Honesty.
Registration with the Victorian Institute of Teaching
Demonstrated outstanding classroom teaching skills and the capacity to support teachers to continually improve teaching and learning.
Current knowledge of VCE Vocational Major, Victorian Curriculum, or VPC learning programs practices, research and pedagogy including the planning, documentation, assessment and delivery of engaging learning experiences.
Demonstrated ability to monitor and assess student learning data at the individual, class and stream level and to use this data to inform teaching for improved student learning.
High level interpersonal skills including a capacity to develop constructive relationships with young people, parents and other staff and contribute to the leadership and management of the Victorian Curriculum stream.

Aboriginal and Torres Strait Islander People are encouraged to apply, we are an Equal Opportunity Employer and value diversity.
To Apply:
Please visit our website, learn about our work, and review the position information in Employment Opportunities at www.stjosephs.vic.edu.au/careers. Applications must be submitted using the Apply Now on our careers page and must include:

A letter of introduction and a response to the selection criteria;
A current curriculum vitae outlining previous experience and skills;
Two referees (including contact details). Please include a referee from current or most recent place of employment, if this is a school it needs to be the principal.
For further information contact: Lisa Burgess on 0455 917 595.
Applications will be considered as they are received.

St Joseph’s Schools are a Catholic School in the Edmund Rice tradition and are recognised as a leading organisation for the provision of educational and social inclusion programs for disenfranchised young people.
All applicants will be subject to EREA and legislative screening procedures. These checks are consistent with EREA’s commitment to child protection policies and procedures. Edmund Rice Education Australia is committed to ensuring the safety, wellbeing and dignity of all children and young people. Please review the Information Collection Notice on our website for details about how we manage your employment application information.
St Joseph’s is a child safe environment. St Joseph's is committed to ensuring the safety, wellbeing, and participation of all children and young people under our care. All school staff are committed to protecting students from abuse or harm in the school environment, in accordance with their legal obligations including child safe standards MO1359. All employees abide by the Child Safety Code of Conduct available on our website.
Application Procedures
https://stjosephs.vic.edu.au/careers/
Details:
Address: 385 Queensberry Street
North Melbourne
Phone: 9269 6900
Website: https://stjosephs.vic.edu.au
Principal: Ms Chloe Hand
Enquiries: principal@stjosephs.vic.edu.au
Applications Close: 07/06/2024
Position: Teaching
Type: Ongoing
Hours per Week: Full-time
SJNM Position Description Instructional Specialist T&L.pdf","$48K - $124K (Glassdoor Est.)","North Melbourne","St Joseph's","https://www.glassdoor.com.au/Overview/Working-at-St-Joseph-s-Candler-Health-System-EI_IE21035.11,44.htm"
"9d","TEMPORARY TEACHER - CHRISTIES BEACH PS - YEAR 3 / 4","No","Please note that part time and flexible arrangements will be considered.

Site: Christies Beach Primary School

Local Partnership: Beach Road

Tenure: 22/07/2024 to 13/12/2024

Fraction of time: 1.0

Level of Schooling: Primary (3-7)

Conditions: $80,093 - $116,162 per annum FTE / Teacher Conditions

School Website: http://www.cbeachps.sa.edu.au

Eligibility and Application Instructions



You will need an email address to apply. If you do not have an email address you can set up a free email account with either Yahoo (www.yahoo.com.au) or Hotmail (www.hotmail.com).","$80K - $116K (Employer Est.)","Australia","Department for Education, South Australia","https://www.glassdoor.com.au/Overview/Working-at-Department-for-Education-South-Australia-EI_IE533428.11,51.htm"
"7d","Teacher of Humanities (Year 9 & 10)","No","Fixed-term (Term 3, 2024)
Part-time (0.54FTE)

The Geelong College is seeking to employ a committed and passionate Teacher of Humanities (Year 9 and 10) based at our Senior School Campus.

Qualifications and Experience:
Relevant educational qualification and experience gained in a similar role
Current Victorian Institute of Teachers (VIT) registration
Current First Aid (HLTAID 011) and CPR (HTLAID 009)
Completion of the College anaphylaxis qualification

To apply, please submit your application online. This should be addressed to the Acting Principal, Mr Simon Young, The Geelong College and include;
A cover letter and resume;
Address to the Key Selection Criteria, demonstrating your experience that will enable you to flourish in the Teacher of Humanities (Year 9 and 10) position.

Applications received until Sunday 16 June - 11pm

Please note: applications will be considered upon receipt and interviews may commence prior to the closing date.
We will continue to receive applications until the closing date or until successfully filled.

- Position Description - Teacher of Humanities SS (May 2024).pdf","$85K - $124K (Glassdoor Est.)","Geelong","The Geelong College","https://www.glassdoor.com.au/Overview/Working-at-The-Geelong-College-EI_IE2962696.11,30.htm"
"17d","High School English Teacher","No","Frontrunner Learning Centre (Bankstown) is a tutoring centre that tutors students of all levels in English and Mathematics.We require a qualified high school English Teacher to join the team. You MUST be able to teach all levels including the HSC. You MUST have an accreditation with the NSW Department.This is a casual role and days/hours required will be discussed if you progress to the interview.If you are a qualified teacher and have a passion for teaching then please apply.Job Type: CasualPay: From $30.00 per hourSchedule:Fixed shiftWork Authorisation:Australia (Preferred)Work Location: In person","$30.00 Per hour (Employer Est.)","Bankstown","Frontrunner Learning Centre",""
"12d","TEMPORARY TEACHER - AMATA ANANGU SCHOOL - CLASSROOM TEACHER","No","Position Descriptor:
Amata Anangu School is part of a remote Aboriginal Community in the Anangu Pitjantjatjara Yankunytjatjara Lands Partnership and is situated near the Northern Territory border. Amata is one of the largest communities in the APY Lands and is 138 kms from Yulara, 480 kms from Alice Springs and 1620 kms from Adelaide. The school has a strong focus on developing culturally responsive pedagogies in a bilingual setting, literacy, numeracy, language and culture and learning on country. This is a great opportunity to experience a unique remote community on a short term contract, initially responsible for a small 3/4 class for two terms, with the possibility of a full contract in 2025 for the right person.

Position requires flexibility and a willingness to develop relationships with students, staff, families and community. It involves working alongside Aboriginal Educators (AEs) and a willingness to take on new learning and pedagogies to suit a range of learners. Pitjantjatjara is the language of the community with all students learning English as a second language. An understanding of EALD strategies, trauma informed practices and the ability to work collaboratively are important.


In addition to the salary, the following financial incentives apply:

Country Zone Allowance of $10 023

Locality Allowance of $9669

An Attraction Allowance may apply to this role

Fully Subsidised Accommodation including all utilities (accommodation may be shared)

Payment of Removal Expenses

Remission of Higher Education Loan Program Debts

Reduction of Higher Education Loan Program (HELP) debts for teachers in very remote areas - Department of Education, Australian Government

To ensure employer compliance of duty of care responsibilities given the unique environment of the APY Lands, a wellness check will be conducted for any teacher nominated for this position and prior to any offer of employment and four-wheel driver training to be undertaken.


Please note that part time and flexible arrangements will be considered.

Site: Amata Anangu School

Local Partnership: Anangu Lands

Tenure: 22/07/2024 to 13/12/2024

Fraction of time: 1.0

Subject: Primary to Year 4

Conditions: $80,093 - $116,162 per annum FTE / Teacher Conditions

School Website: https://amata.sa.edu.au/contact-us/

Eligibility and Application Instructions



You will need an email address to apply. If you do not have an email address you can set up a free email account with either Yahoo (www.yahoo.com.au) or Hotmail (www.hotmail.com).","$80K - $116K (Employer Est.)","Amata","Department for Education, South Australia","https://www.glassdoor.com.au/Overview/Working-at-Department-for-Education-South-Australia-EI_IE533428.11,51.htm"
"9d","Learning Support Officer","No","Role Description/Criteria
We are seeking a Learning Support Officer at St. Vincent de Paul Primary School to join our committed staff for 2024. This position is a 0.48 FTE to commence on July 15 in Term 3, 2024.

The position is over 4 days with a total of 18 hours working to support children within classrooms under the guidance of the classroom teacher.

The role description outlining the requirements of this position is attached. Applicants are also asked to complete the attached Employment Form and send it with the application.

The successful applicant will:

be able to work in a supportive team environment and have the capacity to establish, contribute to and maintain positive workplace relationships
be committed to building strong partnerships between families and school
be committed to ongoing professional learning
have a strong commitment to wellbeing and child safety


Special Requirements

Working with Children Check
include the contact details of two referees
have an understanding that our school community promotes the safety, wellbeing and inclusion of all children.
Details:
Address: 92 - 114 Woodland Street
Strathmore
Phone: 9379 5723
Website: https://www.svstrathmore.catholic.edu.au
Principal: Mr Shane Byrne
Enquiries: principal@svstrathmore.catholic.edu.au
Applications Close: 10/06/2024
Position: Education Support Employee
Type: Fixed Term
Hours per Week: Part-time
LSO Role Description (1).pdf Application for Employment_LSO_2023 (1).docx","$79K - $170K (Glassdoor Est.)","Strathmore","St Vincent de Paul's School","https://www.glassdoor.com.au/Overview/Working-at-St-Vincent-de-Paul-Catholic-School-EI_IE811353.11,45.htm"
"29d","Arabic Weekend Teacher","No","Job TitleArabic TeacherPosition SummaryTraining/ Induction ProvidedThe Arabic Teacher will be responsible for providing high-quality language instruction to Children students of Beginner levels. You will mostly be utilising the Centre's Arabic teaching resources. This will include developing and implementing lesson plans, evaluating student progress, and providing feedback and support. You will also be teaching Quran and providing Islamic studies education based on the provided curriculum.You will be working in one of the public schools at the northern suburbs of Melbourne.Key ResponsibilitiesUphold Islamic and Arabic traditional values appropriate appropriate to Australian context.Assess student progress and provide regular feedback to students and parentsHelp students develop their listening, speaking, reading, and writing skills in ArabicEncourage and motivate students to strive for success in their language learning journeyActively participate in professional development opportunities to stay up-to-date on best practices in language teachingQualificationsFluency in ArabicBachelor's degree in education, Arabic or related field (Not essential)Previous teaching experience is preferredStrong communication and interpersonal skillsAbility to adapt to the needs and learning styles of individual studentsWe are looking for a highly motivated individual with a love for the Arabic language and a desire to share their knowledge with others. If you are all about uncovering the beauty of the Arabic language and are passionate about helping students succeed in their language learning journey, we encourage you to apply for this exciting opportunity.Please submit your most recent resume.An Initiative of the Arabic Language Centre(Aus)Job Types: Part-time, ContractContract length: 12 monthsPay: $30.00 per hourExpected hours: 2 – 8 per weekSchedule:Every weekendFixed shiftWeekends onlySupplemental pay types:TipsEducation:High School (Year 9-11) (Preferred)Experience:Teaching: 1 year (Preferred)Licence/Certification:Working with Children Check (Preferred)Driver Licence (Preferred)Work Authorisation:Australia (Preferred)Work Location: In person","$30.00 Per hour (Employer Est.)","Melbourne","Arabic Language Centre",""
"9d","Classroom Teacher","No","Role Description/Criteria
Role Description/Criteria

Holy Spirit Community School (Ringwood Nth) is seeking a passionate teacher, graduate or experienced, to join our learning community, commencing in Year 1, Term 3, 2024.


The successful applicants should be:

committed to providing students with an authentic, holistic Catholic education
willing to work in collaboration with others within a supportive, professional environment
committed to ongoing personal and professional learning
competent in inquiry based learning
knowledgeable of contemporary approaches to learning and teaching and the curriculum
committed to building strong relationships with all members of the community

The Holy Spirit Community School community is committed to the safety, wellbeing and protection of all children in our care.


Special Requirements

Please include the contact details of referees, one of whom should be your current Principal (if applicable)


The successful applicant:

must have current VIT registration
should be accredited to teach Religious Education in a Catholic School or be committed to undertaking required further study
be familiar, and comply, with the school's Child Safety Policy and Code of Conduct

Application Procedure
Please submit a cover letter, current CV/resume and names of 2 referees. Please submit your application through ""Apply for Job"" button.

Application Procedure

Please forward your application and resume, detailing current experience, to Duncan Arendse (Principal) at:

principal@hsringwoodnth.catholic.edu.au by 4pm 10/06/2024

Details:
Address: 120 Oban Road
Ringwood North
Phone: 9876 1103
Website: https://www.hsringwoodnth.catholic.edu.au
Principal: Mr Duncan Arendse
Enquiries: principal@hsringwoodnth.catholic.edu.au
Applications Close: 10/06/2024
Position: Teaching
Type: Fixed Term
Hours per Week: Full-time
1. Child-Safety-and-Wellbeing-Policy-Template-for-Schools-2023.docx.pdf 5. Child-Safety-Code-of-Conduct-Template-for-Schools-2023 (1).docx.pdf Application-for-Employment (1) (2).doc Attachment-2-Statement-of-Principles-Regarding-Catholic-Education.doc Commitment-Statement-A4.pdf General Position-Descriptions.pdf","$84K - $94K (Glassdoor Est.)","Ringwood North","Holy Spirit School","https://www.glassdoor.com.au/Overview/Working-at-Holy-Spirit-School-EI_IE3752795.11,29.htm"
"1d","Expression Of Interest Teaching 2025","No","Join the Team at Kolbe Catholic College!

Are you eager to spark creativity and nurture the potential of our students? Kolbe Catholic College is seeking dedicated educators, including recent graduates, across various subjects and levels for the academic year 2025 and beyond.

Subjects We're Seeking Teachers For:
Mathematics
Science
English
Humanities
VCE Business Management
Vocational Major
Visual Communication and Design
Arabic
Italian
What We Are Looking For:
Ability to teach VCE.
Teaching Religious Education will be an advantage.
Graduate teachers are welcome to apply.
Why Choose Kolbe Catholic College?
Vibrant Community: Be part of an inclusive educational community that fosters innovation and growth.
Passionate Team: Join a team of dedicated educators committed to making a positive impact on students' lives.
Professional Development: Benefit from ongoing opportunities for professional growth and career advancement.
Opportunities for Leadership: For suitably qualified applicants.
Opportunities for Growth: With the opening of our new campus, there will be additional leadership positions available.
Collaborative Environment: Experience a supportive and collaborative work environment where your ideas are valued.
Applications close at 4pm on Friday, 30th August 2024.

Don't miss this chance to join our dedicated team of educators! Apply today and become part of the Kolbe Catholic College community.

For more information about Kolbe Catholic College, please visit our website at www.kolbecc.catholic.edu.au

Kolbe Catholic College is committed to the safety, wellbeing, and protection of all children in our care, maintaining compliance with the Child Safety Code of Conduct.","","Greenvale","Kolbe Catholic College","https://www.glassdoor.com.au/Overview/Working-at-Kolbe-Catholic-College-EI_IE6147340.11,33.htm"
"24h","Learning Support | Humanities, Food & Digital Technology","No","Learning Support | Humanities, Food & Digital Technology | Gold Coast

Secondary Teacher with experience in food technology, design technology and humanities

Experience in Learning Support or Autism is required

The role is full-time, commencing Term 3 2024

Co-educational Prep – 12 School, purpose-built for students on the autism spectrum

Located on the Gold Coast, easily accessed via the M1

Job Reference – #4643
School Profile
Our client is a Prep- Year 12 purpose-built school for students on the autism spectrum, enabling students to thrive in a supportive, inclusive community so that they can learn in ways that work for them. With personalised learning plans, custom-built facilities, and a focus on social-emotional development, we help students reach their full potential.
Employment Benefits

Attractive remuneration package with annual pay increases

Access to relevant professional learning opportunities

Small class sizes, with each class assigned a full-time Education Assistant
Employment Requirements

Queensland College of Teachers Registration (or eligibility to gain)

Working Rights for Australia (or eligible to gain) including Skilled Migrant Visa
Contact claire.garner@the-schoolhouse.com.au or call on 07 3130 0846 for a confidential discussion. Alternatively, click APPLY.
SchoolHouse is a complimentary service for teachers and school support staff. We work with schools across all sectors, states and territories to support their staffing needs. Registration with SchoolHouse will provide exclusive access and alerts about suitable opportunities with our partner schools.
Visit https://jobs.the-schoolhouse.com.au/jobs/Careers to view all available positions.

Video Link for Seek: https://www.youtube.com/watch?v=CuHz_IBeUcw

University degree","$56K - $65K (Glassdoor Est.)","Surfers Paradise","SchoolHouse","https://www.glassdoor.com.au/Overview/Working-at-SchoolHouse-EI_IE3429942.11,22.htm"
"5d","Educator Opportunities - Newport Gardens Early Years Centre","No","ECMS’ philosophy is simple; We foster lifelong learning. As a result, we have been operating for over 27 years and are one of Victoria’s largest Early Years Managers – through 61 kindergartens and child care centres, ECMS Educators impact the lives of 5,500 Victorian children each week. We are dedicated to consistently good learning outcomes, and being the place where the best early years people choose to be.
This is a call for all Certificate III and Diploma Educators who are interested in working in the Hobsons Bay region! This is at Newport Gardens Early Years Centre. Newport Gardens Early Years Centre is an architecturally designed early years hub conveniently located next to Newport Gardens Primary School. We deliver high quality and inclusive early education and care for children from birth to five.
These ongoing opportunities are for both Certificate III and Diploma educators and span across a variety of different days and total working hours per week!
What’s in it for you?
50% childcare discount!
Receive school holidays off, paid with VECTEA entitlements
Above award wages, with RDO for full time educators
Exciting professional development opportunities including the annual conference for all ECMS staff, professional development days and development plans
ECMS' Recognition of Outstanding Practice Awards to recognise staff and teams who have demonstrated an outstanding practice
Opportunity to progress your career - ECMS is always seeking those interested in taking the next step in their career
Funded First Aid and CPR training for staff
What will you do?
Work collaboratively with your team to provide an appropriate developmental and enriching program for children which maximises opportunities for them to develop to their full potential
Build and maintain positive and meaningful relationships with children, families, staff and the local community
Be a motivated and driven Educator, who will actively contribute to the program, through detailed observations & documentation
Build positive behaviour guidance strategies and provide spontaneous play-based learning experiences to extend on children's learning
Contribute to a child safe environment ensuring standards are met on a daily basis
More about you!
Hold a Certificate III or Diploma in Early Childhood or equivalent ACECQA approved qualification
Have a sound knowledge of and experience with implementing the Early Years Learning Framework, National Quality Standards and Child Safety Standard
Current Working with Children’s Check and National Police Check
Current Level 2 First Aid, CPR, Anaphylaxis & Asthma Certificate
ECMS promotes the safety, wellbeing and inclusion of all children. Successful applicants are required to adhere to our child safe practices, policies can be located here.
Applications from Aboriginal and Torres Strait Islander peoples and people from diverse communities and backgrounds are encouraged.
To begin a rewarding career with ECMS apply now!","","Newport","ECMS","https://www.glassdoor.com.au/Overview/Working-at-ECMS-Express-EI_IE2274348.11,23.htm"
"30d+","Childcare Educator Diploma/Cert III","No","We are a renowned and established centre with a Meeting Accreditation in Kellyville and very conveniently located. We require a Full Time experienced Diploma/Certificate 3 to join our team at our medium sized child care centre .If you are looking for full-time employment within a contemporary, creative and dynamic environment where you are able to flourish and grow, then we would LOVE to hear from you!We invite all educators who are looking for a new challenge to step up and be instrumental in positively shaping children's early years.Job RequirementWell-developed knowledge of the Early Years Learning Framework, National Quality Framework & National Quality StandardsDemonstrated experience in supporting curriculum development and documenting children's learning through an online portfolio.Working experience in an approved early education and care service.Ability to engage effectively with children and familiesStrong written and verbal communication skills of the English languageConfidence in using technology and well-developed computer skillsThe ability to work effectively in a team environmentA high level of initiative and a commitment to continuous learningJob Types: Full-time, PermanentBenefits:Employee discountEmployee mentoring programProfessional development assistanceSchedule:8 hour shiftMonday to FridayEducation:Certificate I - IV (Preferred)Language:English (Preferred)Work Authorisation:Australia (Required)Work Location: In person","","Australia","ASG Enterprises Pty Ltd",""
"19d","Tutors with Flexible Schedule in Demand in Beenleigh QLD","No","Are you looking for flexible casual employment?Are you academically minded, passionate about education and mentoring primary and secondary students? Do you want to make a meaningful difference improving the confidence of the next generation?Tutor2You is one of Australia's fastest growing in-home tutoring companies.We're seeking enthusiastic primary and secondary school tutors across areas all areas of Education.Apply online at https://tutor2you.com.au/tutoring-jobs/What we offerWe take the hassle out of tutoring so you can focus on making a difference. We offer industry leading rates and a platform that coordinates your client's bookings and schedules.The tutor rate ranges from $30.00 to $36.00 per hour + Superannuation.We provide initial and ongoing training to ensure we maintain the highest quality of service from our tutors. Our innovative diagnostic assessments and systems allow you to confidently go into your clients home knowing what gaps need to be filled and how you are going to fill them.ApplicationsIf you believe you have the skills and knowledge to become a Tutor2You tutor please complete our online application via our website in addition to this pageApply online at https://tutor2you.com.au/tutoring-jobs/Job Type / CategoryWe're currently experiencing demands in Beenleigh, Buccan and Eagleby QLDFlexible casual employment that suits your scheduleLooking for a minimum of 4-6 hours per weekAre available to work those hours between 3:30-7pm, Monday to FridayIdeally could commit for long termRequired Education, Skills, and QualificationsExcellent communication skillsA passion for learning and teachingAre currently studying or previously studied at University or TafeAre willing to travel to different locations for each clientMust have or be willing to apply for Working with Children CheckJob Types: Part-time, CasualPay: $30.00 – $36.00 per hourSchedule:Afternoon shiftExperience:Teaching: 1 year (Preferred)Licence/Certification:Working with Children Check (Preferred)Driver's Licence (Preferred)Work Authorisation:Australia (Preferred)","$30.00 - $36.00 Per hour (Employer Est.)","Beenleigh","Tutor2you","https://www.glassdoor.com.au/Overview/Working-at-Tutor2You-EI_IE2857010.11,20.htm"
"2d","Classroom Teacher - English - Years 7 to 12 (Classroom Teacher)","No","Job Description
Location: Western Region | Ballarat
Job type: Full time / From 15/07/2024 - 26/01/2026
Organisation: Schools (Government)
Salary: Salary not specified
Occupation: Teacher
Reference: 1418650
Selection Criteria
SC1 Demonstrated knowledge of the relevant curriculum, including the ability to incorporate the teaching of literacy and numeracy skills. Demonstrated experience in responding to student learning needs.
SC2 Demonstrated experience in planning for and implementing high impact teaching strategies, guided by how students learn, and evaluating the impact of learning and teaching programs on student learning growth.
SC3 Demonstrated experience in monitoring and assessing student learning. Demonstrated experience in using data to inform teaching practice and providing feedback on student learning growth and achievement to students and parents.
SC4 Demonstrated interpersonal and communication skills. Demonstrated experience in establishing and maintaining collaborative relationships with students, parents, colleagues and the broader school community to support student learning, agency, wellbeing and engagement.
SC5 Demonstrated behaviours and attitudes consistent with Department values. Demonstrated experience in reflecting upon practice and engaging in professional learning to continually improve the quality of teaching.
Role
The classroom teacher classification comprises two salary ranges- range 1 and range 2. The primary focus of the classroom teacher is on the planning, preparation and teaching of programs to achieve specific student outcomes. The classroom teacher engages in critical reflection and inquiry in order to improve knowledge and skills to effectively engage students and improve their learning.
As the classroom teacher gains experience his or her contribution to the school program beyond the classroom increases. All classroom teachers may be required to undertake other duties in addition to their rostered teaching duties provided the responsibility is appropriate to the salary range, qualifications, training and experience of the teacher.
Classroom teacher Range 2
Range 2 classroom teachers play a significant role in assisting the school to improve student performance and educational outcomes determined by the school strategic plan and state-wide priorities and contributing to the development and implementation of school policies and priorities.
A critical component of this work will focus on increasing the knowledge base of staff within their school about student learning and high quality instruction to assist their school to define quality teacher practice.
Range 2 classroom teachers will be expected to:
Have the content knowledge and pedagogical practice to meet the diverse needs of all studentsModel exemplary classroom practice and mentor/coach other teachers in the school to engage in critical reflection of their practice and to support staff to expand their capacityProvide expert advice about the content, processes and strategies that will shape individual and school professional learningSupervise and train one or more student teachersAssist staff to use student data to inform teaching approaches that enable targets related to improving student learning outcomes to be achieved.
Classroom teacher Range 1
The primary focus of the range 1 classroom teacher is on further developing skills and competencies to become an effective classroom practitioner with structured support and guidance from teachers at higher levels and the planning, preparation and teaching of programs to achieve specific student outcomes. These teachers teach a range of students/classes and are accountable for the effective delivery of their programs. Range 1 classroom teachers are skilled teachers who operate under general direction within clear guidelines following established work practices and documented priorities and may have responsibility for the supervision and training of one or more student teachers.
At range 1, teachers participate in the development of school policies and programs and assist in the implementation of school priorities.
The focus of a range 1 classroom teacher is on classroom management, subject content and teaching practice. New entrants to the teaching profession in their initial teaching years receive structured support, mentoring and guidance from teachers at higher levels.
Under guidance, new entrants to the teaching profession will plan and teach student groups in one or more subjects and are expected to participate in induction programs and other professional learning activities that are designed to ensure the integration of curriculum, assessment and pedagogy across the school.
Teachers at range 1 are responsible for teaching their own classes and may also assist and participate in policy development, project teams and the organisation of co-curricula activities.
Responsibilities
The role of classroom teacher may include but is not limited to:
Direct teaching of groups of students and individual students;
Contributing to the development, implementation and evaluation of a curriculum area or other curriculum program within the school;
Undertaking other classroom teaching related and organisational duties as determined by the School Principal;
Participating in activities such as parent/teacher meetings; staff meetings; camps and excursions;
Undertaking other non-teaching supervisory duties.
Who May Apply
Teachers currently registered or eligible for registration with the Victorian Institute of Teaching and qualified to teach and/or have demonstrated experience in the curriculum area(s) specified for the position.
EEO AND OHS Commitment
Applicants seeking part-time employment are encouraged to apply for any teaching service position and, if they are the successful candidate, request a reduced time fraction. Such requests will be negotiated on a case-by-case basis and will be subject to the operational requirements of the school.
The Department of Education is committed to the principles of equal opportunity, and diversity and inclusion for all. We value diversity and inclusion in all forms - gender, religion, ethnicity, LGBTIQ+, disability and neurodiversity. Aboriginal and Torres Strait Islander candidates are strongly encouraged to apply for roles within the Department. The Department recognises that the provision of family friendly, supportive, safe and harassment free workplaces is essential to high performance and promotes flexible work, diversity and safety across all schools and Department workplaces. It is our policy to provide reasonable adjustments for persons with a disability (see Workplace adjustment guidelines).
Additional support and advice on the recruitment process is available to Aboriginal and/or Torres Strait Islanders from the Koorie Outcomes Division (KOD) via marrung@education.vic.gov.au
Child Safe Standards
Victorian government schools are child safe environments. Our schools actively promote the safety and wellbeing of all students, and all school staff are committed to protecting students from abuse or harm in the school environment, in accordance with their legal obligations including child safe standards. All schools have a Child Safety Code of Conduct consistent with the department's exemplar available at:
 https://www2.education.vic.gov.au/pal/child-safe-standards/policy
DE Values
The department's employees commit to upholding the department's Values: Responsiveness, Integrity, Impartiality, Accountability, Respect, Leadership and Human Rights. The department's Values complement each school's own values and underpin the behaviours the community expects of Victorian public sector employees, including those who work in Victorian Government Schools. Information on the department values is available at:
 https://www2.education.vic.gov.au/pal/values-department-vps-school-employees/overview
Conditions of Employment
All staff employed by the Department and schools have access to a broad range of employment conditions and working arrangements.
Appointment of successful applicants will be made subject to a satisfactory pre-employment conditions check.
A probationary period may apply during the first year of employment and induction and support programs provided.
Detailed information on all terms and conditions of employment is available on the Department's Human Resources website at http://www.education.vic.gov.au/hrweb/Pages/default.aspx
VIT LANTITE
To be eligible for employment, transfer or promotion in the principal or teacher class a person must have provisional or full registration from the Victorian Institute of Teaching. In addition, from 3 August 2020, to be eligible for employment in the principal class or teacher class, a person who graduated from a Victorian Initial Teacher Education program after 1 July 2016, must demonstrate that they have passed the literacy and numeracy test for initial teacher education (LANTITE) requirements. This condition is satisfied where the LANTITE requirement is part of the Victorian Initial Teacher Education program completed by the person.
Location Profile
Phoenix P-12 Community College is a large coeducational school, located in Sebastopol, which is a suburb of Ballarat. We service a wide geographical area including the suburbs of Delacombe, Redan and Sebastopol and rural townships within the Golden Plains.
We are proud to be a community school which delivers learning programs for students from foundation through to the completion of year 12. Our College community includes a diverse range of families from various socio-economic backgrounds. The College prides itself on delivering outstanding academic and co-curricular educational opportunities for all students. Our goal is to develop respectful and responsible global citizens, who are empowered to strive for the pathways of their dreams, whether that be university, TAFE or work. At Phoenix we believe all students can learn and every child has a right to be literate, numerate and curious about the world they live in. To ensure that our students are encouraged to be active global citizens we create an ICT rich learning platform where every child has access to a high quality device with contemporary functionality.
At Phoenix P-12 Community College we have a commitment to ongoing instructional improvement. We understand the importance of explicit teaching, most especially in the domains of literacy and numeracy. We intentionally build teacher capacity through PLC cycles, regular coaching, observation and feedback. Student engagement is developed through purposeful, student centred learning that is grounded in an agreed instructional model. At Phoenix we are committed to building individual and collective efficacy as a key strategy for ensuring that all students have the opportunity to achieve optimal learning growth.
Phoenix P-12 Community College is committed to implementing FISO 2.0 and has a clear focus on nurturing Learning and Wellbeing. To ensure that every child has a point of connection and belonging we have established smaller communities within our school known as Learning Villages. Our Villages are organised in the following way:Foundation to Year 4 - located on the Redan CampusYear 5 to Year 6 - Located on the Sebastopol CampusYear 7 to 10 - Located on the Sebastopol CampusYear 11 to 12 - Located on the Sebastopol CampusDOTS (Developing Other Talents and Skills) - Grant St Campus
The College values of Respect, Responsibility, Integrity, Cooperation and Excellence are at the core of all relationships at Phoenix and guide every daily interaction. We know that quality relationships which are based on mutual respect are the key to us achieving our purpose. We are committed to strengthening the partnerships between parents, teachers and students.
In alignment with FISO 2.0 at Phoenix we place a high priority on the development of wellbeing and inclusion both for students and staff. In addition to the integration of SWPBS and Respectful Relationships we are proud to be a TRP school. A comprehensive student wellbeing team is in place to ensure that we meet every individual at their point of need. This diverse team includes, Dr's In Schools, Youth Workers, Social Workers and other allied health members. This expert team delivers a comprehensive suite of programs and services that build student wellbeing, connection and identity. The College transitioned effectively to DET's DIP process and supports student diversity through a comprehensive range of intervention programs.
At Phoenix we strive to provide our students with a complete learning experience that extends beyond the classroom. We offer an extensive co-curricular program that includes sport, drama, music, public speaking, student leadership and the arts. We actively encourage our staff to engage with the myriad of clubs and community activities offered to students.
At Phoenix P-12 Community College we are proud to cater for all students, we excel in the provision of broad, flexible and inclusive educational pathways. Our Senior School structure has embraced the implementation of the new VCE and we are proud to offer a wide range of VCE and VET subjects both at school and through the cluster. Our Managed Individual Pathway (MIP's) Team has expert knowledge and skills and our ability to support the transition to university, TAFE or work is exceptional. Senior students are supported by our designated VCE study centre, complete with a study centre manager, tutors and individually selected mentors.","$84K - $94K (Glassdoor Est.)","Ballarat","Schools (Government)","https://www.glassdoor.com.au/Overview/Working-at-Department-of-Education-and-Early-Childhood-Development-Victoria-EI_IE657347.11,75.htm"
