"a_date_farmed","b_source","c_scraped_url","d","e","f","g","h","i","j","k","l","m_date_of_event","n_event_name","o_description","p","q","r","s_state_province","t","u","v","w","x","y","z","aa","ab_business_info","ac_website","ad","ae","af_country","ag"
"12/07/2024","10Times","https://10times.com/e1dh-fxs0-4d4d-9","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 15 - Fri, 19 Jul 2024","Parcedes Summer School","","","","","Montréverd","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/international-exhibition-northern-wines","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 10 - Wed, 12 Feb 2025","Wine Paris","","","","","Paris","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/parish-aash-symposium","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 05 - Fri, 06 Sep 2024","Paris Nash Meeting","","","","","Paris","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/biotechnology-non-biotechnologist","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 25 - Fri, 27 Sep 2024","Biotechnology for the Non-Biotechnologist Training Course","","","","","Nice • Online","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/aop-advanced-ophthalmology-practice","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 13 - Sat, 14 Dec 2024","Advanced Ophtalmologic Practice (AOP)","","","","","Paris","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/japan-expo","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 11 - Sun, 14 Jul 2024","Japan Expo","","","","","Paris","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/euro-pcr-fra","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 20 - Fri, 23 May 2025","EuroPCR","","","","","Paris","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/sans-paris","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 16 - Sat, 21 Sep 2024","SANS Paris","","","","","Paris","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1k1-k3x2-x9fk","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 14 - Wed, 17 Jul 2024","Laser Applications to Chemical, Security, and Environmental Analysis","","","","","Toulouse","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1dh-fx04-0sf0-g","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 08 - Sat, 13 Jul 2024","Migrations and Globalization Summer School","","","","","Poitiers","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e139-xdkk-r3g6","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 26 Aug - Fri, 06 Sep 2024","International School of Nuclear Law Conference","","","","","Montpellier","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1zs-dzx3-01k2","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 25 - Fri, 30 Aug 2024","CIGRE Session Conference","","","","","Paris","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1dd-x095-gxk9-z","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 10 - Fri, 12 Jul 2024","Simultech24: International Conference on Simulation and Modeling Methodologies, Technologies and Applications...","","","","","Dijon","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1xs-4kp8-f0k6","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 20 - Thu, 22 Aug 2024","Iaca Annual Conference","","","","","Paris","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1k0-9d19-gkfg","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 15 - Fri, 19 Jul 2024","Optica Sensing Congress","","","","","Toulouse","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e10k-k1sg-5xp4","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 02 - Fri, 06 Sep 2024","International School in Linguistic Fieldwork - Paris","","","","","Paris","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/eymint-webinar","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 04 - Fri, 06 Sep 2024","ESMINT Congress","","","","","Marseille","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1d1-h4f4-z3sk-g","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 07 - Sun, 14 Jul 2024","Paris Transformations III: Places of Spectacle","","","","","Paris","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/i-learning-forum","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 29 - Thu, 30 Jan 2025","Learning Technologies France","","","","","Paris","France","Europe","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","France","Europe","","","","","","","","","","","",""
