"a_date_farmed","b_source","c_scraped_url","d","e","f","g","h","i","j","k","l","m_date_of_event","n_event_name","o_description","p","q","r","s_state_province","t","u","v","w","x","y","z","aa","ab_business_info","ac_website","ad","ae","af_country","ag","company_url"
"16/07/2024","10Times","https://10times.com/e1kp-082s-x2hz","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 10 - Wed, 11 Sep 2024","Daegu Office of Education Vocational Education Fair","DaeguGyeongju-si","","","","
                    중소벤처기업진흥공단 대구지역본부, 											Daegu, South KoreaGet Directions","Korea","East Asia","","","","","","","EXCO","http://www.exco.co.kr","","","South Korea","","https://10times.com/company/daegu-exhibition-convention-center"
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Korea","East Asia","","","","","","","","","","","","",
"16/07/2024","10Times","https://10times.com/drone-show-korea","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 26 - Fri, 28 Feb 2025","Drone Show Korea","Drone Show Korea is the first and largest drone-specific international conference in Korea. It features a large drone exhibition in Asia and offers various concurrent events and educational programs, showcasing everything related to drones.","","","","
                    Busan Exhibition and Convention Center, Busan, South KoreaGet Directions","Korea","East Asia","","","","","","","Busan Exhibition & Convention Center","http://www.bexco.co.kr","","","South Korea","","https://10times.com/company/busan"
"16/07/2024","10Times","https://10times.com/icbmss-seoul","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 03 Aug 2024","International Conference on Business Management and Social Science (ICBMSS)","International Conference on Business Management and Social Science (ICBMSS) organized by IRF Conference provides a platform for global participants to share ideas and establish research or business relations. Encourages research papers using various approaches.","","","","
                    Hotel Newv, Seoul, South KoreaGet Directions","Korea","East Asia","","","","","","","IRF Conference","http://irfconference.org","","","India","","https://10times.com/company/igrforum"
"16/07/2024","10Times","https://10times.com/international-conference-on-knowledge-management","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 03 - Sun, 04 Aug 2024","International Conference on Knowledge Management Business and Social Science Innovation Research (KMBS)","Attend the International Conference on Knowledge Management, Business, and Social Science Innovation Research. Open to academics, researchers, industry professionals, students, and economists. Present on topics like Human Resources, Brand Management, and Big Data.","","","","
                    Crown Park Hotel Seoul, Seoul, South KoreaGet Directions","Korea","East Asia","","","","","","","ROEES","http://roees.org/","","","South Korea","","https://10times.com/company/roees"
"16/07/2024","10Times","https://10times.com/qs-connect-seoul","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 27 Aug 2024","QS Discover MBA Fair Seoul","Direct application strategy consultation with each school's admissions officer and improvement of interview skills. Obtain the latest overseas MBA application information and know-how on admission strategies. Opportunity to receive scholarships worth a total of USD$45,000 for participants only.","","","","
                    Lotte Hotel Seoul, Seoul, South KoreaGet Directions","Korea","East Asia","","","","","","","QS Quacquarelli Symonds Limited","http://www.qs.com","","","UK","","https://10times.com/company/quacquarelli-symonds-ltd-qs"
"16/07/2024","10Times","https://10times.com/e1zd-hz00-z2p0","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 20 - Wed, 21 Aug 2024","International Conference on Business Management and Social Innovation (ICBMSI)","All Events in Incheon","","","","Incheon, South Korea","Korea","East Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/siso-fair","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 13 - Sat, 16 Nov 2024","Seoul International Stationery & Office Fair (SISOFAIR)","Exhibitors will showcase office equipments, promotional gifts, artistic products, to that of computer supply based products and services associated with this field.","","","","
                    Coex 513, Yeongdong-daero,Gangnam-gu, Seoul, 06164, Republic of Korea, Seoul, South KoreaGet Directions","Korea","East Asia","","","","","","","Korea Stationery Industry Cooperative (KSIC)","http://ksic.co.kr/","","","South Korea","","https://10times.com/company/korea-stationery-industry-cooperative-ksic"
"16/07/2024","10Times","https://10times.com/icola-south-korea","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 26 - Sat, 28 Sep 2024","International Congress on Lipid & Atherosclerosis (ICoLA)","All Events in Seoul","","","","
                    Conrad Seoul, Seoul, South KoreaGet Directions","Korea","East Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/e1xz-x131-frh2","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 08 - Sun, 11 Aug 2024","Global Baby Fair","The Global Baby Fair is an exhibition that offers information on pregnancy, childbirth, early childhood education, and childcare to prospective parents. It aims to promote products by connecting with industry professionals and consumers, and to foster growth in related markets.","","","","
                    Coex 513, Yeongdong-daero,Gangnam-gu, Seoul, 06164, Republic of Korea, Seoul, South KoreaGet Directions","Korea","East Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Korea","East Asia","","","","","","","","","","","","",
"16/07/2024","10Times","https://10times.com/e1d1-h0f1-x4sz-k","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 08 - Sun, 11 Aug 2024","Global Baby Fair","Global Baby Fair is a representative exhibition for infants and young children to provide prospective parents with information on pregnancy, childbirth, early childhood education, and childcare. It aims to promote products through meetings with related industries and consumers.","","","","
                    Korea Build COEX, 											Incheon, South KoreaGet Directions","Korea","East Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Korea","East Asia","","","","","","","","","","","","",
"16/07/2024","10Times","https://10times.com/e1d0-9d1r-1dfr-g","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 14 - Fri, 19 Jul 2024","ICCP","ICCP 2024, an international conference in Jeju, South Korea, will showcase invited speakers and a detailed program schedule.","","","","
                    Jeju International Convention Center(ICC), Jeju-si, South KoreaGet Directions","Korea","East Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Korea","East Asia","","","","","","","","","","","","",
"16/07/2024","10Times","https://10times.com/st-alphe-seoul","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 09 - Tue, 10 Dec 2024","ST Alphe Korea","All Events in Seoul","","","","Seoul, South Korea","Korea","East Asia","","","","","","","StudyTravel Ltd","http://www.studytravel.network","","","Russia","","https://10times.com/company/studytravel-ltd"
"16/07/2024","10Times","https://10times.com/e13x-dd0p-2zf8","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 08 - Sat, 10 Aug 2024","Edu+Week","All Events in Seoul","","","","
                    Coex 513, Yeongdong-daero,Gangnam-gu, Seoul, 06164, Republic of Korea, Seoul, South KoreaGet Directions","Korea","East Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/franchise-seoul","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 31 Oct - Sat, 02 Nov 2024","International Franchise Show (IFS)","Profile for exhibit include Convenience Stores, Speciality Shop Retails, Book Stores, Drug Stores, Food Service, Automobile rental & leasing, Distributor, Business Products & Services, Cosmetics, Framing & Art, Real Estate Service, Recycling Services, Publications, Maid & Personal Services.","","","","
                    Coex Exhibition Hall C, Seoul, South KoreaGet Directions","Korea","East Asia","","","","","","","Coex","http://www.coex.co.kr","","","South Korea","","https://10times.com/company/coex"
"16/07/2024","10Times","https://10times.com/e1xd-d2p6-s4d3","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 21 - Sun, 22 Sep 2024","International Education & Emigration Fair Spring","All Events in Seoul","","","","
                    Coex 513, Yeongdong-daero,Gangnam-gu, Seoul, 06164, Republic of Korea, Seoul, South KoreaGet Directions","Korea","East Asia","","","","","","","Coex","http://www.coex.co.kr","","","South Korea","","https://10times.com/company/coex"
"16/07/2024","10Times","https://10times.com/e1dh-115f-x0sk-h","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 21 - Sun, 22 Sep 2024","International Education & Emigration Fair Fall","The International Education & Emigration Fair is the largest event in Korea for information on overseas employment, international education, abroad experience, career improvement, emigration, and investment.","","","","
                    Korea Build COEX, 											Incheon, South KoreaGet Directions","Korea","East Asia","","","","","","","Coex","http://www.coex.co.kr","","","South Korea","","https://10times.com/company/coex"
"16/07/2024","10Times","https://10times.com/e12d-dhhd-f3k1-8","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 02 - Sun, 04 Aug 2024","Cam Fair","All Events in Busan","","","","
                    Busan Exhibition and Convention Center, Busan, South KoreaGet Directions","Korea","East Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/e1d0-d7z4-8grp-s","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 25 - Sat, 27 Jul 2024","University Early Admission Fair","All Events in Seoul","","","","
                    Starfield COEX Mall, Seoul, South KoreaGet Directions","Korea","East Asia","","","","","","","Coex","http://www.coex.co.kr","","","South Korea","","https://10times.com/company/coex"
"16/07/2024","10Times","https://10times.com/e1d0-74h6-fxsp-h","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 25 - Sat, 27 Jul 2024","University Early Admission Fair","All Events in Incheon","","","","
                    Korea Build COEX, 											Incheon, South KoreaGet Directions","Korea","East Asia","","","","","","","Coex","http://www.coex.co.kr","","","South Korea","","https://10times.com/company/coex"
"16/07/2024","10Times","https://10times.com/e1dh-fx09-szs5-9","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 08 - Sat, 10 Aug 2024","Edu+Week","All Events in Incheon","","","","
                    Korea Build COEX, 											Incheon, South KoreaGet Directions","Korea","East Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/e10d-dk5s-1rfd-6","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 27 - Sun, 28 Jul 2024","Banwoldang Harrington Place Occupancy Fair","DaeguGyeongju-si","","","","
                    중소벤처기업진흥공단 대구지역본부, 											Daegu, South KoreaGet Directions","Korea","East Asia","","","","","","","EXCO","http://www.exco.co.kr","","","South Korea","","https://10times.com/company/daegu-exhibition-convention-center"
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Korea","East Asia","","","","","","","","","","","","",
"16/07/2024","10Times","https://10times.com/gsbem","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 28 - Sun, 29 Dec 2024","International Conference on Global Research insights in Social Science Business, Economics and Management Studies (GSBEM)...","All Events in Seoul","","","","
                    Nine Tree Premier Hotel Myeongdong2, Seoul, South KoreaGet Directions","Korea","East Asia","","","","","","","ROEES","http://roees.org/","","","South Korea","","https://10times.com/company/roees"
"16/07/2024","10Times","https://10times.com/e1d4-7h4h-9dsr-s","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 22 - Fri, 26 Jul 2024","Korea Human Resources Development Institute for Nursing Care Workers Promotion Training","All Events in Incheon","","","","
                    Songdo Convention, 											Incheon,											South KoreaGet Directions","Korea","East Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/e1d1-h3h0-d4dh-x","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 20 - Sun, 21 Jul 2024","TPI Level 1 Seminar","All Events in Busan","","","","
                    BEXCO, 											Busan,											South KoreaGet Directions","Korea","East Asia","","","","","","","Busan Exhibition & Convention Center","http://www.bexco.co.kr","","","South Korea","","https://10times.com/company/busan"
"16/07/2024","10Times","https://10times.com/wclf","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 06 - Sat, 09 Nov 2024","World Coffee Leaders Forum (WCLF)","""A show filled with voices of coffee people & communities who choose to share.""This year, under the theme of Coffee & Relationships, we will provide solutions to respond to changes in the global coffee industry, which has rapidly changed since COVID-19, and the special coffee industry, which has faced the fifth wave. We would like to explore various relationships with coffee in the global coffee industry, present future industry directions and visions, and explore new paradigms. Following the successful hosting of the past decade, In 2022, 3,000 representatives, experts, organizations, research and educational institutions, distributors, importers, coffee producers, embassies, baristas, and consumers from 60 countries will gather to share coffee and people, coffee and planet, Coffee and the Relationship in the new world and discuss the direction of the coffee industry.","","","","
                    COEX Convention Center, Seoul, South KoreaGet Directions","Korea","East Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/prskorea","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 17 - Tue, 19 Nov 2024","PRS Korea","All Events in Seoul","","","","
                    InterContinental Grand Seoul Parnas, Seoul, South KoreaGet Directions","Korea","East Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/e1kx-065z-h7pp","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 22 - Sat, 24 Aug 2024","Jeil Startup Fair in Incheon","All Events in Incheon","","","","
                    Songdo Convensia (Songdo ConvensiA), 											Incheon, South KoreaGet Directions","Korea","East Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/e1s1-k1gf-5r4k","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 17 - Tue, 18 Mar 2025","International Conference on Obesity and Chronic Diseases (ICOCD)","","","","","Seoul, South Korea  •  Virtual Event","Korea","East Asia","","","","","","","E Conferences","http://econf.co","","","UK","","https://10times.com/company/econfco"
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Korea","East Asia","","","","","","","","","","","","",
