"a_date_farmed","b_source","c_scraped_url","d","e","f","g","h","i","j","k","l","m_date_of_event","n_event_name","o_description","p","q","r","s_state_province","t","u","v","w","x","y","z","aa","ab_business_info","ac_website","ad","ae","af_country","ag","company_url"
"12/07/2024","10Times","https://10times.com/mobile-trends-conference","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 19 - Fri, 20 Sep 2024","Mobile Trends Conference","Looking for inspiration to modernize your business approach? Learn how AI and BI can benefit your company. Join a community of experts for industry insights and networking opportunities.","","","","
                    Multikino, Kraków, PolandGet Directions","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/europe-baltics-and-russia","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 28 - Sat, 30 Nov 2024","Rhinoforum","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1dd-1sf5-d2k5-z","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 23 Jul 2024","AHI Staff Training: Advanced Management and Leadership Essentials","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/women-in-tech-summit-warsaw","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 11 - Thu, 12 Jun 2025","Perspektywy Women in Tech Summit","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1xg-ksp2-31f3","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 18 - Fri, 20 Sep 2024","The International Conference of the International Association for Intercultural Communication Studies","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Poland","Europe","","","","","","","","","","","","",
"12/07/2024","10Times","https://10times.com/e1dd-1403-xkxf-k","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 02 - Fri, 06 Sep 2024","Advanced School on Quantum Spacetime","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/cracow-epiphany-conference","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 13 - Fri, 17 Jan 2025","Cracow Epiphany Conference","All Events in Kraków","","","","
                    Henry Nuclear Physics, Polish Academy of Sciences, Kraków, PolandGet Directions","Poland","Europe","","","","","","","Institute of Nuclear Physics of the Polish Academy of Sciences","","","","","","https://10times.com/company/institute-nuclear-physics-polish-academy-sciences"
"12/07/2024","10Times","https://10times.com/smart-city-forum-poland","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 18 - Tue, 19 Nov 2024","Smart City Forum","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/krakow-book-fair","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 24 - Sun, 27 Oct 2024","International Book Fair in Krakow","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1xh-54r2-4kxg","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 24 - Fri, 26 Jul 2024","Global International Studies Conference","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1d5-6h20-dxhx-p","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 19 - Fri, 23 Aug 2024","ICCPR Conference","All Events in Warsaw","","","","
                    University of Warsaw, Warsaw, PolandGet Directions","Poland","Europe","","","","","","","Warsaw University Of Technology","","","","","","https://10times.com/company/warsaw-university-of-technology"
"12/07/2024","10Times","https://10times.com/mircim","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 08 - Sat, 10 May 2025","Mcmaster International Review Course In Internal Medicine (MIRCIM)","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1xz-36k0-2zrr","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 06 - Sun, 08 Sep 2024","International Space Robotics Competition And Conference","","","","","Kraków","Poland","Europe","","","","","","","","","","","","",
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Poland","Europe","","","","","","","","","","","","",
"12/07/2024","10Times","https://10times.com/e13r-h6kg-5hg7","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 27 - Sun, 29 Sep 2024","International Conference on Computer Information Systems and Industrial Management Applications","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Poland","Europe","","","","","","","","","","","","",
"12/07/2024","10Times","https://10times.com/wmmfc","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 17 - Wed, 18 Sep 2024","RCEA Warsaw Money Macro Finance Conference (WMMFC)","All Events in Warsaw","","","","
                    University of Warsaw, Warsaw, PolandGet Directions","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Poland","Europe","","","","","","","","","","","","",
"12/07/2024","10Times","https://10times.com/warsaw-toys-kids-expo","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 01 - Thu, 03 Apr 2025","Warsaw Toys & Kids Expo","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1d5-8h1d-8skf-p","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 08 - Tue, 10 Sep 2024","International Congress of Czech Anatomical Society & Lojda Symposium on Histochemistry","Two distinguished professionals in anatomy and histology share experiences in teaching, research, publications, and international collaborations. Learn about their journey from surgical training to becoming professors and leaders in their fields.","","","","
                    Czechowice-Dziedzice,  Poland","Poland","Europe","","","","","","","Masaryk University","","","","","","https://10times.com/company/masaryk-university"
"12/07/2024","10Times","https://10times.com/e1kr-2930-frds","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 25 - Thu, 26 Sep 2024","eTEE e-Technologies in the Education of Engineers","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/maritime-economy-forum-gdynia","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 14 Oct 2024","Maritime Economy Forum Gdynia","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/icmit-krakow","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 04 - Tue, 05 Nov 2024","International Conference on Management and Information Technology (ICMIT)","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e12d-ds7f-r0zg-9","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 21 Aug 2024","Create Reports That Matter","Financial managers create numerous reports annually, but not all prompt action. Gain skills in planning, processing, and presenting financial data to make a greater impact on your organization and career. Seminar includes cases and exercises.","","","","Pruszków,											Poland","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1dd-3rh0-r0z4-s","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 12 - Sat, 14 Sep 2024","ENPHE Conference","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1d4-5d1g-7ppk-k","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 05 - Sun, 08 Sep 2024","Non-classical Logics: Theory and Applications (NCL)","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1kp-p5r9-d0r6","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 17 - Fri, 19 Jul 2024","International Conference on Interdisciplinary Social Sciences","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1d3-1d42-kkfz-d","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 20 - Sun, 22 Sep 2024","Bochum Space Conference","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Poland","Europe","","","","","","","","","","","","",
"12/07/2024","10Times","https://10times.com/e1dd-x14g-1h1s-s","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 28 Sep - Tue, 01 Oct 2024","NCSHA Annual Conference & Showplace","Join NCSHA's Annual Conference & Showplace to network with affordable housing leaders, engage in educational sessions, meet solution providers, and celebrate award winners. Explore solutions to affordable housing challenges and earn professional education credit.","","","","
                    InterContinental Warsaw, Warsaw, PolandGet Directions","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1d2-d2rr-0pk0-z","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 03 - Thu, 05 Sep 2024","Work Safety Expo - Trade Fair for Personal Protection Products for Employees","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1dh-3f7z-2h2g-s","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 12 - Fri, 13 Sep 2024","ROTOR symposium","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1d1-04h7-hfds-x","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 18 - Fri, 20 Sep 2024","Interzero Environmental Conference","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e122-0dfs-grfh-1","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 25 Sep 2024","Seminar in conjunction with HPCI CEE","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/securitycasestudy","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 11 Sep 2024","Security Case Study Conference (SCS Conference)","The SECURITY CASE STUDY conference is a well-regarded event in the IT security field, providing opportunities for knowledge sharing, skill development, and networking with global experts. The conference features presentations in the ""case study"" format, covering pertinent topics in IT security. Attendees can also engage in the Cyber Fortress simulation game. The conference strives to foster a distinctive environment for informal discussions and beneficial connections.","","","","
                    Sound Garden Hotel, Warsaw, PolandGet Directions","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/rnec-a","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 05 - Fri, 06 Sep 2024","React Native EU Conference","","","","","","Poland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Poland","Europe","","","","","","","","","","","","",
