"a_date_farmed","b_source","c_scraped_url","d","e","f","g","h","i","j","k","l","m_date_of_event","n_event_name","o_description","p","q","r","s_state_province","t","u","v","w","x","y","z","aa","ab_business_info","ac_website","ad","ae","af_country","ag","company_url"
"16/07/2024","10Times","https://10times.com/access-mba-zurich","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 01 Oct 2024","Access MBA One-to-One MBA Event Zurich","Access MBA supports candidates seeking an MBA degree with incentives to help them enroll in their dream program. The Access MBA Tour connects candidates with top business schools through One-to-One events, panels, and guidance. Participation is free by invitation only. Attendees can win scholarships and prizes.","","","","
                    Park Hyatt Zurich, Zürich, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","Advent Group","http://adventgroup.net","","","France","","https://10times.com/company/advent-group-paris"
"16/07/2024","10Times","https://10times.com/e1dh-085d-x9rx-d","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 23 Aug 2024","Conference Tensions in Family and School: Background and Solutions","This year the focus is on examining the tension between family and school, looking at systemic interactions, associated challenges, and potential solutions.","","","","
                    Universität Zürich, Zürich, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","University of Zurich","http://www.uzh.ch","","","Switzerland","","https://10times.com/company/uzh"
"16/07/2024","10Times","https://10times.com/e1dh-hf03-0g6g-z","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 22 - Fri, 26 Jul 2024","Unitar-Npu Training Programme","All Events in Geneva","","","","
                    Palais des Nations, 											Geneva,											SwitzerlandGet Directions","Switzerland","Europe","","","","","","","United Nations Department of Economic and Social Affairs","http://www.un.org","","","USA","","https://10times.com/company/united-nations-department-of-economic-and-social-affairs"
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Switzerland","Europe","","","","","","","","","","","","",
"16/07/2024","10Times","https://10times.com/e10x-ssgk-3d02","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 28 - Fri, 30 Aug 2024","International Conference on Motivation & Emotion","The International Conference on Motivation & Emotion invites participants to explore the theme of ""Motivation & Emotion: Resources and challenges for teaching, learning, and research."" Join us in Bern as we delve into the boundless potential of motivation and emotion. Don't forget to submit your proposals and register on our Conftool website.","","","","
                    University of Bern, 											Bern, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","University Of Bern","http://www.unibe.ch","","","Switzerland","","https://10times.com/company/university-of-bern"
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Switzerland","Europe","","","","","","","","","","","","",
"16/07/2024","10Times","https://10times.com/e1x1-g2g0-d7kx","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 02 - Thu, 05 Sep 2024","SEFI Annual Conference","EPFL is hosting the 2024 SEFI Conference with the theme ""Educating Responsible Engineers"". The conference aims to educate scientists and engineers to apply scientific knowledge with ethical competence and respect for society and the environment. The event will attract colleagues from around the world to shape the future of engineering education.","","","","
                    Swiss Federal Institute of Technology Lausanne, Lausanne, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","","","","","","",""
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Switzerland","Europe","","","","","","","","","","","","",
"16/07/2024","10Times","https://10times.com/e1kk-hgx2-25k7","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 19 Aug 2024","World Humanitarian Day","All Events in Geneva","","","","
                    United Nations Office at Geneva, Geneva, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","United Nations Department of Economic and Social Affairs","http://www.un.org","","","USA","","https://10times.com/company/united-nations-department-of-economic-and-social-affairs"
"16/07/2024","10Times","https://10times.com/e1d5-6d32-kpsz-r","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 22 - Fri, 26 Jul 2024","International Cryogenic Engineering Conference (ICEC)","All Events in Geneva","","","","
                    CiCG Geneva - Geneva international Conference Center, Geneva, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/sog-annual-congress-saint-gallen","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 28 - Fri, 30 Aug 2024","SOG Annual Congress","The Swiss Ophthalmological Society (SOG) organizes an annual congress since its establishment in 1907. This multi-day educational event has evolved over the years but remains focused on presenting the latest research findings and facilitating mutual exchange among participants.","","","","Saint Gallen, Switzerland","Switzerland","Europe","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/e1dd-0x9x-hh5p-7","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 16 - Wed, 17 Jul 2024","Consultation on Human Rights and Development","All Events in Geneva","","","","
                    Palais des Nations, Geneva, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","United Nations Department of Economic and Social Affairs","","","","","","https://10times.com/company/united-nations-department-of-economic-and-social-affairs"
"16/07/2024","10Times","https://10times.com/e1kk-h07d-46rs","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 15 - Fri, 19 Jul 2024","One Immersion Program","All Events in Geneva","","","","
                    Palais des Nations, Geneva, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","United Nations Department of Economic and Social Affairs","http://www.un.org","","","USA","","https://10times.com/company/united-nations-department-of-economic-and-social-affairs"
"16/07/2024","10Times","https://10times.com/tedx-youth-zurich","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 25 Oct 2024","Tedx Zurich","All Events in Zürich","","","","
                    Kongresshaus Zürich (Zurich Convention Center), Zürich, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","Ted Conferences Llc","https://www.ted.com/","","","USA","","https://10times.com/company/ted-conferences-llc"
"16/07/2024","10Times","https://10times.com/lugano-fund-forum","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 19 Nov 2024","The Lugano Finance Forum","LuganoComoRho","","","","
                    Palazzo dei Congressi Lugano, 											Lugano, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","The Lantern Research SA","https://finlantern.com/","","","Switzerland","","https://10times.com/company/the-lantern-research-sa"
"16/07/2024","10Times","https://10times.com/berufs-messe-thurgau","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 19 - Sat, 21 Sep 2024","Berufs Messe Thurgau","""The platform for training providers in Thurgau.""The Berufsmesse Thurgau offers you the opportunity to get to know professions up close! Whether in class, independently, or with your parents. Here you can discover your talents, talk to professionals and apprentices, and learn about training opportunities. This is where your career starts!","","","","
                    Weinfelden,  Switzerland","Switzerland","Europe","","","","","","","Thurgau Trade Association","https://www.tgv.ch/","","","Switzerland","","https://10times.com/company/thurgau-business-association-tgv"
"16/07/2024","10Times","https://10times.com/institute-conference-zurich","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 20 - Thu, 21 Nov 2024","Swiss Mining Institute (SMI)","All Events in Zürich","","","","
                    The Dolder Grand, Zürich, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","Swiss Mining Institute","http://swissmininginstitute.ch","","","Switzerland","","https://10times.com/company/swiss-mining-institute"
"16/07/2024","10Times","https://10times.com/berufsmesse","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 19 - Sat, 23 Nov 2024","Berufs Messe Zurich (Berufsmesse)","The main sectors of the exhibitors profile will be professional associations and industry organizations, vocational schools, training centers, career counseling, private and public schools, schools and institutions of vocational training, companies with apprenticeship and training opportunities. The Zurich career fair is the best matching place for students, but also for people already in working life to learn about the diverse possibilities of education and training information.","","","","
                    Zurich exhibition, Zürich, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","MCH Group AG","https://www.mch-group.com/","","","Switzerland","","https://10times.com/company/mch-group-ltd"
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Switzerland","Europe","","","","","","","","","","","","",
"16/07/2024","10Times","https://10times.com/edf-montreux","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 23 - Sat, 25 Jan 2025","Meeting of the European Dermatology Forum (EDF)","Join us at the 28th Annual Meeting of the European Dermatology Forum for a 3-day event filled with education, scientific exchange, and collaboration. Discuss current dermatology topics, participate in interactive sessions, and enjoy the beautiful surroundings of Montreux, Switzerland","","","","
                    Grand Hôtel Suisse-Majestic, 											Montreux, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/e1df-2z2d-hh0k-1","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 22 - Thu, 25 Jul 2024","Tunisia Conference","All Events in Geneva","","","","
                    United Nations Office at Geneva, Geneva, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","WASD","http://www.wasd.org.uk/","","","Switzerland","","https://10times.com/company/wasd"
"16/07/2024","10Times","https://10times.com/e1zk-07dr-26rk","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 10 - Fri, 13 Sep 2024","Meeting of States Parties","This event focuses on returning land to productive use, destroying stockpiles, educating at-risk communities, and assisting cluster munition victims. The Convention on Cluster Munitions is an international treaty that prohibits the use, production, transfer, and stockpiling of cluster munitions.","","","","
                    United Nations Office at Geneva, Geneva, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/metiers-formation-lausanne","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 01 - Sun, 06 Oct 2024","Salon Des Metiers et Dec La Formation Lausanne","The Salon Des Metiers et Dec La Formation Lausanne will exhibit the products and services that will include Professional associations and organizations of various sectors, Vocational technical schools, professional schools of maturity, training centers, Offices consulting career, Private and Public Schools, Schools and institutions of vocational training, Intermediate School Solutions (offers gateways, pre-apprenticeship financial year, tutoring, language courses), Companies offering learning and training places and Businesses seeking succession.","","","","
                    MCH Beaulieu Lausanne SA, Lausanne, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","MCH Group AG","https://www.mch-group.com/","","","Switzerland","","https://10times.com/company/mch-group-ltd"
"16/07/2024","10Times","https://10times.com/e10x-ffdd-1g23","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 17 - Thu, 18 Jul 2024","Unitar - UN Immersion Program","All Events in Geneva","","","","
                    Palais des Nations, Geneva, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","United Nations Department of Economic and Social Affairs","http://www.un.org","","","USA","","https://10times.com/company/united-nations-department-of-economic-and-social-affairs"
"16/07/2024","10Times","https://10times.com/e1d3-0f17-szsg-x","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 29 - Wed, 31 Jul 2024","annual ISIR Conference","All Events in Zürich","","","","
                    ETH Zurich, Zürich, SwitzerlandGet Directions","Switzerland","Europe","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/symposium-on-immuno-oncology","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 11 - Fri, 13 Dec 2024","ESMO Immuno-Oncology Congress","","","","","Geneva, Switzerland  •  Virtual Event","Switzerland","Europe","","","","","","","ESMO - European Society for Medical Oncology","http://www.esmo.org","","","Switzerland","","https://10times.com/company/the-european-society-for-medical-oncology"
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Switzerland","Europe","","","","","","","","","","","","",
