"a_date_farmed","b_source","c_scraped_url","d","e","f","g","h","i","j","k","l","m_date_of_event","n_event_name","o_description","p","q","r","s_state_province","t","u","v","w","x","y","z","aa","ab_business_info","ac_website","ad","ae","af_country","ag"
"12/07/2024","10Times","https://10times.com/e1dh-dh02-f30k-x","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 22 Oct 2024","WorkTech24 Buenos Aires","","","","","Vicente López","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1x2-z1x3-9zfs","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 23 - Fri, 25 Oct 2024","ApiCOWplexa","","","","","La Plata","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e10x-dkdp-r815","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 24 - Fri, 25 Oct 2024","International Conference on The Image","","","","","Buenos Aires","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1dd-x5rz-3x3r-2","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 13 - Fri, 15 Nov 2024","International Seminar of Researchers on Globalization and Territory (RII)","","","","","Bahía Blanca","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e11x-h4fs-5kz4","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 15 - Sun, 17 Nov 2024","International Conference on Computer Simulation and Modeling, Information Security","","","","","Buenos Aires","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1dd-01hh-58ds-g","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 01 Dec 2024","Florence Nightingale Award Presentation","","","","","Buenos Aires","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1x5-4s1z-3kgg","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 06 Jun 2024","ILCAD Conference","","","","","Buenos Aires","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/fiesa","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 16 - Fri, 19 Mar 2021","The International Higher Education Fair of Argentina (FIESA)","","","","","Mar del Plata","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/buenos-aires-bookfair","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 25 Apr - Mon, 13 May 2024","The Buenos Aires International Book Fair","","","","","Buenos Aires","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1dd-xk0g-3h45-h","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 13 Jun 2024","#YoungITA Talks Argentina","","","","","Buenos Aires","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/icpcn-buenos-aires","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 18 - Sat, 21 May 2016","ICPCN Conference (ICPCN Buenos Aires)","","","","","Buenos Aires","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/expouniversidad-buenos-aires","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 20 - Sun, 23 Aug 2020","Expouniversidad Buenos Aires","","","","","Buenos Aires","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/education-fair-argentina","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 10 Apr 2017","International Education Latin America Expo-Argentina (International Education Fair)","","","","","Buenos Aires","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1kg-0f4r-2f8d","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 29 Jun - Wed, 03 Jul 2024","ACM/IEEE Annual International Symposium on Computer Architecture (ISCA)","","","","","Buenos Aires","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/advances-new-technologies","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 13 - Sat, 16 Nov 2019","International Conference Advances in New Technologies, Interactive Interfaces and Communicability (ADNTIIC)...","","","","","Córdoba","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Argentina","South America","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Argentina","South America","","","","","","","","","","","",""
