"a_date_farmed","b_source","c_scraped_url","d","e","f","g","h","i","j","k","l","m_date_of_event","n_event_name","o_description","p","q","r","s_state_province","t","u","v","w","x","y","z","aa","ab_business_info","ac_website","ad","ae","af_country","ag","company_url"
"16/07/2024","10Times","https://10times.com/global-security-asia","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 28 - Thu, 30 Apr 2026","Milipol Asia-Pacific","Milipol Asia-Pacific is the biggest event in the APAC region that combines an exhibition and conference on internal state security, public safety, and counter-terrorism. Attendees can learn about new technologies, best practices, and network with specialists from around the world. It's ideal for professionals to stay updated on technologies for their continuous education and training.","","","","
                    Sands Expo and Convention Centre,  SingaporeGet Directions","Singapore","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/e1x2-g2hx-5p4x","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 22 - Fri, 23 Aug 2024","International Conference on Future of Education","","","","","","Singapore","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Singapore","Southeast Asia","","","","","","","","","","","","",
"16/07/2024","10Times","https://10times.com/e14r-ds1g-s3f4","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 28 - Thu, 29 Aug 2024","The Business Show Asia (TBSA'24)","","","","","Sands Expo and Convention Centre, Singapore","Singapore","Southeast Asia","","","","","","","","","","","","",
"16/07/2024","10Times","https://10times.com/humanities-languages-and-social-science","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 17 - Sun, 18 Aug 2024","International Conference on Business Economics Social Science & Humanities (BESSH)","All Events in Singapore","","","","
                    Grand Pacific Hotel,  SingaporeGet Directions","Singapore","Southeast Asia","","","","","","","Academic Fora","","","","","","https://10times.com/company/academic-fora"
"16/07/2024","10Times","https://10times.com/ecba-singapore","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 17 - Sun, 18 Aug 2024","International Conference on Engineering & Technology, Computer, Basic & Applied Sciences (ECBA)","All Events in Singapore","","","","
                    Grand Pacific Hotel,  SingaporeGet Directions","Singapore","Southeast Asia","","","","","","","Academic Fora","","","","","","https://10times.com/company/academic-fora"
"16/07/2024","10Times","https://10times.com/iacebmss-singapore","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 11 - Mon, 12 Aug 2024","International Academic Conference on Economics, Business Management & Social Sciences (IACEBMSS)","All Events in Singapore","","","","Singapore","Singapore","Southeast Asia","","","","","","","Scienceglobe","","","","","","https://10times.com/company/scienceglobe"
"16/07/2024","10Times","https://10times.com/beauty-asia-singapore","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 17 - Wed, 19 Feb 2025","BeautyAsia - Singapore","","","","","","Singapore","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/e1x2-4g2h-5xss","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 22 - Fri, 23 Aug 2024","International Conference on Language, Innovation, Culture and Education","All Events in Singapore","","","","Singapore","Singapore","Southeast Asia","","","","","","","E Conferences","http://econf.co","","","UK","","https://10times.com/company/econfco"
"16/07/2024","10Times","https://10times.com/shbc","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 10 - Fri, 11 Oct 2024","Singapore Health and Biomedical Congress (SHBC)","","","","","Singapore Expo, Singapore","Singapore","Southeast Asia","","","","","","","","","","","","",
"16/07/2024","10Times","https://10times.com/qs-connect-mba-singapore","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 17 Aug 2024","QS Connect MBA Singapore","","","","","","Singapore","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Singapore","Southeast Asia","","","","","","","","","","","","",
"16/07/2024","10Times","https://10times.com/icapm-singapore","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 20 - Wed, 21 Aug 2024","International Conference on Applied Physics and Mathematics (ICAPM)","International Conference on Applied Physics and Mathematics (ICAPM - 2024) aims to be a leading international conference for presenting novel advances in Social Science and Economics. Sponsored by IIER, it fosters communication among researchers and practitioners in various scientific areas.","","","","
                    Arcc Spaces - 75 High Street,  SingaporeGet Directions","Singapore","Southeast Asia","","","","","","","International Institute of Engineers and Researchers (IIER)","http://theiier.org","","","India","","https://10times.com/company/international-institute-of-engineers-and-researchers-iier"
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Singapore","Southeast Asia","","","","","","","","","","","","",
"16/07/2024","10Times","https://10times.com/aetc","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 19 - Sat, 21 Sep 2024","The Asian Education Technology Conferenc","The Asian Education Technology Conference (AETC), organized by East Asia Research, will be held at the Holiday Inn Singapore Atrium. SETC is a conference for teacher educators and affiliated organizations interested in technology in education. Join us to share ideas and build connections in the field of learning technology.","","","","
                    Holiday Inn Singapore Atrium,  SingaporeGet Directions","Singapore","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Singapore","Southeast Asia","","","","","","","","","","","","",
"16/07/2024","10Times","https://10times.com/singhealth-duke-nus-scientific-congress","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 27 - Sat, 28 Sep 2024","SingHealth Duke-NUS Education Congress","All Events in Singapore","","","","
                    Academia,  SingaporeGet Directions","Singapore","Southeast Asia","","","","","","","SingHealth Academy","","","","","","https://10times.com/company/singhealth-academy"
"16/07/2024","10Times","https://10times.com/singapore-forex-expo","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 08 Mar 2025","Traders Fair Singapore","""Fantastic shows like nowhere!""Traders Fair offers dynamic financial events across Asia and beyond, providing educational seminars, networking opportunities, and interactive workshops with industry experts. Created by FINEXPO, Traders Fair aims to connect traders, investors, and financial advisors worldwide, offering a unique blend of education and innovation in the trading industry.","","","","
                    Sands Expo and Convention Centre,  SingaporeGet Directions","Singapore","Southeast Asia","","","","","","","FINEXPO","","","","","","https://10times.com/company/finexpo"
"16/07/2024","10Times","https://10times.com/cash-flow-training-singapore","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 19 - Fri, 20 Sep 2024","Cash Flow and Working Capital Management Training","Build your career with our industry-related courses. The Course will provide participants with a structured process to analyze cash and working capital information, improve analytical skills, and make better business decisions. Interactive discussions, case studies, and practical examples included.","","","","Singapore","Singapore","Southeast Asia","","","","","","","Riverstone Training","http://www.riverstonetraining.com.sg/","","","","","https://10times.com/company/riverstone-training"
"16/07/2024","10Times","https://10times.com/e1d0-h6f0-p3df-h","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 05 - Wed, 07 Aug 2024","Credit Research Foundation Expo","Join us for a valuable Forum PLUS a special two-night celebration for our 75th Anniversary! The Credit Research Foundation is excited to host this in-person Forum and EXPO offering educational sessions curated by industry experts, several opportunities for peer group networking, and dedicated time in the exhibit hall.","","","","
                    The Fullerton Hotel Singapore,  SingaporeGet Directions","Singapore","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/icrdssbm-singapore","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 06 Aug 2024","International Conference on Recent Developments in Social Science and Business Management (ICRDSSBM)","","","","","","Singapore","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/mlv","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 26 - Fri, 27 Sep 2024","The Art of Making Childrens Learning Visible","""Professional Development for Teachers""Pedagogical documentation is a fundamental working tool and strategy for teachers, seeking to make visible and understand what takes place during pedagogical work, how much, and what, children know and can do. The crux of documentation is to make the learning and teaching process visible. In other words, it highlights how the children planned, carried out, and completed their work and the subtle way teachers facilitated learning. This workshop aims to increase participants' knowledge, skill and confidence level in documenting and using documentation to improve the learning and teaching process.","","","","Singapore  •  Virtual Event","Singapore","Southeast Asia","","","","","","","Sanguine Consulting","","","","","","https://10times.com/company/sanguine-consultancy"
"16/07/2024","10Times","https://10times.com/leadership-summit-singapore","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 30 - Thu, 31 Oct 2024","The Global Leadership Summit (GLS)","The Global Leadership Summit exists to transform Christian leaders around the world with an injection of vision, skill development, and inspiration for the empowerment of the church and kingdom impact.","","","","
                    Bethesda (Bedok-Tampines) Church,  SingaporeGet Directions","Singapore","Southeast Asia","","","","","","","Global Leadership Network","","","","","","https://10times.com/company/willow-creek-association"
"16/07/2024","10Times","https://10times.com/icesd-singapore","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 02 - Tue, 03 Sep 2024","International Conference on Environmental Science and Development (ICESD)","","","","","","Singapore","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/icmr-singapore","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 19 Jul 2024","International Conference on Multidisciplinary Research (ICMR)","ICMR 2024 provides a platform for global participants to share ideas, establish collaborations, and contribute to scientific knowledge. Sponsored by SAARD, the conference features invited lectures, paper awards, and publication opportunities. Past conferences were held in various international locations.","","","","
                    Village Hotel Changi,  SingaporeGet Directions","Singapore","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/esmo-singapore","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 06 - Sun, 08 Dec 2024","ESMO Asia Congress","","","","","","Singapore","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Singapore","Southeast Asia","","","","","","","","","","","","",
"16/07/2024","10Times","https://10times.com/ichssbm-singapore","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 21 - Mon, 22 Jul 2024","International Conference on Humanities, Social Science and Business Management (ICHSSBM)","All Events in Singapore","","","","
                    Village Hotel Changi,  SingaporeGet Directions","Singapore","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/e1x4-721z-zfgz","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 01 - Fri, 02 Aug 2024","Preventing and Addressing Challenging Behaviors in Young Children (Challenging Behavior)","""Register Now!""Challenging behaviors have been identified as a primary concern facing public schools and families (Fox & Hemmeter, 2009). Studies have documented that persistent challenging behaviors are directly associated with poor social and academic outcomes (Frey et al., 2015; McClelland et al., 2006). The importance of addressing challenging behaviors and promoting social development in the early years is well documented and clear links exist between early emotional development and later social behavior (Jones et al., 2015).","","","","
                    to be advised, 											SingaporeGet Directions","Singapore","Southeast Asia","","","","","","","Sanguine Consulting","","","","","","https://10times.com/company/sanguine-consultancy"
"16/07/2024","10Times","https://10times.com/idmc-singapore","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 30 - Sat, 31 Aug 2024","IDMC Singapore","","","","","","Singapore","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/fund-raising-training-singapore","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 05 - Wed, 07 Aug 2024","Startups Valuation and Fund Raising (SVF)","","","","","","Singapore","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/wit-singapore","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 14 - Wed, 16 Oct 2024","WIT Singapore Conference","All Events in Singapore","","","","
                    Sands Expo and Convention Centre,  SingaporeGet Directions","Singapore","Southeast Asia","","","","","","","Northstar Travel Media LLC","https://www.northstartravelgroup.com/","","","USA","","https://10times.com/company/northstar-travel-mediallc"
"16/07/2024","10Times","https://10times.com/e1x2-05h9-rfxp","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 24 - Thu, 25 Jul 2024","Minitab Software Training and Certification","All Events in Singapore","","","","Singapore","Singapore","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","https://10times.com/e10d-hdsp-3x2z-0","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 27 - Thu, 29 Aug 2024","MLPRAE01 '24: The International Conference on Machine Learning, Pattern Recognition, and Automation Engineering...","ACM is the world's largest educational and scientific computing society, offering resources to advance computing as a science and profession. It provides a premier Digital Library and supports members with publications, conferences, and career resources.","","","","Singapore","Singapore","Southeast Asia","","","","","","","","","","","","",""
"16/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Singapore","Southeast Asia","","","","","","","","","","","","",
