"a_date_farmed","b_source","c_scraped_url","d","e","f","g","h","i","j","k","l","m_date_of_event","n_event_name","o_description","p","q","r","s_state_province","t","u","v","w","x","y","z","aa","ab_business_info","ac_website","ad","ae","af_country","ag","company_url"
"12/07/2024","10Times","https://10times.com/national-ploughing-championships-stradbally","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 17 - Thu, 19 Sep 2024","National Ploughing Championships","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1dd-00gh-2s1f-h","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 22 - Tue, 23 Jul 2024","Chemical Biology Ireland Conference","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1dd-151r-5dzz-k","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 14 - Fri, 19 Jul 2024","Sligo","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e12x-hrpf-k318","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 12 - Thu, 15 Aug 2024","ECPR General Conference","The event offers a prestigious platform for political scientists worldwide to participate in discussions and debates. It provides extensive training in qualitative and quantitative methods, networking opportunities, and resources for publishing and career advancement.","","","","
                    University College Dublin, Dublin, IrelandGet Directions","Ireland","Europe","","","","","","","European Consortium for Political Research","","","","","","https://10times.com/company/european-consortium-political-research"
"12/07/2024","10Times","https://10times.com/e15r-g2d0-gsf1","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 29 Jul - Fri, 02 Aug 2024","Leadership for Life Conference","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Ireland","Europe","","","","","","","","","","","","",
"12/07/2024","10Times","https://10times.com/eair-annual-forum-cork","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 21 - Fri, 23 Aug 2024","EAIR Annual Forum","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e12k-pxxx-z407","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 22 - Fri, 23 Aug 2024","International Research Conference","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/jobs-expo-galway","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 28 Sep 2024","Jobs Expo","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/glas","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 18 Jul 2024","Garden Landscape Amenity Showcase (GLAS)","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/salon-owners-summit","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 26 - Mon, 27 Jan 2025","The Salon Owners Summit","Experience the ultimate salon owners summit at the Dublin Royal Convention Centre. Be inspired by global experts, network with like-minded professionals, and get a firsthand look at the latest Phorest features. Get motivated, educated, and ready to elevate your business to new heights in 2025.","","","","
                    Dublin Royal Convention Centre, Dublin, IrelandGet Directions","Ireland","Europe","","","","","","","Phorest","","","","","","https://10times.com/company/phorest-ireland"
"12/07/2024","10Times","https://10times.com/architecture-design-and-planning","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 02 - Sat, 05 Apr 2025","The Architecture Design and Planning Expo","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/jobs-expo-dublin","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 19 Oct 2024","Jobs Expo Dublin","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/icbmhss-dublin","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 20 Jul 2024","International Conference on Business Management, Humanities and Social Science (ICBMHSS)","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Ireland","Europe","","","","","","","","","","","","",
"12/07/2024","10Times","https://10times.com/e1xg-gr33-2x3f","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 15 - Thu, 18 Jul 2024","SSR Annual Meeting","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Ireland","Europe","","","","","","","","","","","","",
"12/07/2024","10Times","https://10times.com/e1d1-d3k1-k0dg-s","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Mon, 12 - Thu, 15 Aug 2024","European Consortium for Political Research General Conference","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Ireland","Europe","","","","","","","","","","","","",
"12/07/2024","10Times","https://10times.com/automation-and-robotics-event-dublin","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 28 - Thu, 29 May 2025","Automation & Robotics","Robotics and automation event showcasing the latest technology and trends in the industry. Educational seminars, insights from thought leaders, case studies, hands-on demonstrations, and networking opportunities. Meet exhibitors and providers of gripper technology. Learn how automation is transforming industries and creating more efficient products and work environments.","","","","
                    RDS Simmonscourt, Dublin, IrelandGet Directions","Ireland","Europe","","","","","","","Premier Publishing Ltd","","","","","","https://10times.com/company/premier-publishing-ltd"
"12/07/2024","10Times","https://10times.com/e1xp-11rd-1z3f","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 16 - Sat, 17 Aug 2024","European Public Health Conference (EPH)","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/plastics-printing-and-packaging-show","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 28 - Thu, 29 May 2025","Plastics Printing and Packaging Show","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/ship-it-con","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 30 Aug 2024","ShipItCon","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1d0-d2r1-3rkd-h","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 16 - Thu, 18 Jul 2024","GMConference","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/pendulum-summit-dublin","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 08 - Thu, 09 Jan 2025","Pendulum Summit","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1dd-4x1p-0h2r-p","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 29 - Fri, 30 Aug 2024","Continuing Excellence in Teaching and Learning in Mathematics Statistics and Operational Research Annual Conference...","A 10am bus to Limerick directly from Dublin airport ensures timely arrival for the conference opening. Pre-conference workshops available on the 29th. Flight times from UK airports to Shannon and Dublin provided. Bus times to University from Dublin airport included. Save the dates.","","","","
                    University of Limerick, Castletroy,  IrelandGet Directions","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/jobs-expo-cork","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 09 Nov 2024","Jobs Expo Cork","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/national-facility-management-and-maintenance-show","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 02 - Thu, 03 Apr 2025","National Facility Management and Maintenance Show","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/functional-medicine-conference","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sat, 16 - Sun, 17 Nov 2024","The Lifestyle and Functional Medicine Conference","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Ireland","Europe","","","","","","","","","","","","",
"12/07/2024","10Times","https://10times.com/e110-kzkg-rp10","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 21 - Thu, 25 Jul 2024","Biochemical and Molecular Engineering XXIII","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e15d-hdgh-0zk3-3","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 29 - Fri, 30 Aug 2024","CETL-MSOR Annual Conference","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1xz-s25z-r2s0","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Thu, 22 Aug 2024","AIMS Summit","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/e1dh-dsp0-33xx-6","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Fri, 30 - Sat, 31 Aug 2024","ACM Symposium on Applied Perception","ACM is the largest educational and scientific computing society, offering resources to advance computing as a science and profession. It provides the premier Digital Library, publications, conferences, and career resources to its members and the computing profession.","","","","Dublin, Ireland","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/bt-young-scientist-technology-exhibition","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Wed, 08 - Sat, 11 Jan 2025","Bt Young Scientist & Technology Exhibition","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/professional-beauty-dublin","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Sun, 09 - Mon, 10 Mar 2025","Professional Beauty & Hair Ireland","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","https://10times.com/srecon-europe","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","Tue, 29 - Thu, 31 Oct 2024","SREcon Europe","","","","","","Ireland","Europe","","","","","","","","","","","","",""
"12/07/2024","10Times","","New Lead","Opportunity","Juan","Juan","Lara","Scraping","EDU Business","EDU Events","","","","","","","","","Ireland","Europe","","","","","","","","","","","","",
